code,coding_system,event_abbreviation,tags
674.40,ICD9,Ongoingpregnancy,
760,ICD9,Ongoingpregnancy,
668.1,ICD9,Ongoingpregnancy,
671,ICD9,Ongoingpregnancy,
671.9,ICD9,Ongoingpregnancy,
671.90,ICD9,Ongoingpregnancy,
671.2,ICD9,Ongoingpregnancy,
671.20,ICD9,Ongoingpregnancy,
659,ICD9,Ongoingpregnancy,
669.2,ICD9,Ongoingpregnancy,
671.5,ICD9,Ongoingpregnancy,
671.3,ICD9,Ongoingpregnancy,
671.30,ICD9,Ongoingpregnancy,
671.33,ICD9,Ongoingpregnancy,
671.23,ICD9,Ongoingpregnancy,
671.0,ICD9,Ongoingpregnancy,
657.03,ICD9,Ongoingpregnancy,
669.43,ICD9,Ongoingpregnancy,
658.9,ICD9,Ongoingpregnancy,
658.90,ICD9,Ongoingpregnancy,
659.1,ICD9,Ongoingpregnancy,
760.9,ICD9,Ongoingpregnancy,
669.0,ICD9,Ongoingpregnancy,
671.83,ICD9,Ongoingpregnancy,
671.93,ICD9,Ongoingpregnancy,
659.7,ICD9,Ongoingpregnancy,
659.70,ICD9,Ongoingpregnancy,
659.71,ICD9,Ongoingpregnancy,
659.73,ICD9,Ongoingpregnancy,
675.13,ICD9,Ongoingpregnancy,
675.23,ICD9,Ongoingpregnancy,
657.00,ICD9,Ongoingpregnancy,
671.1,ICD9,Ongoingpregnancy,
678.00,ICD9,Ongoingpregnancy,
678.01,ICD9,Ongoingpregnancy,
678.03,ICD9,Ongoingpregnancy,
678.0,ICD9,Ongoingpregnancy,
678,ICD9,Ongoingpregnancy,
679.00,ICD9,Ongoingpregnancy,
679.01,ICD9,Ongoingpregnancy,
679.03,ICD9,Ongoingpregnancy,
679.0,ICD9,Ongoingpregnancy,
679.10,ICD9,Ongoingpregnancy,
679.13,ICD9,Ongoingpregnancy,
679.1,ICD9,Ongoingpregnancy,
679,ICD9,Ongoingpregnancy,
658.4,ICD9,Ongoingpregnancy,
658.40,ICD9,Ongoingpregnancy,
762.7,ICD9,Ongoingpregnancy,
657,ICD9,Ongoingpregnancy,
658.00,ICD9,Ongoingpregnancy,
658.03,ICD9,Ongoingpregnancy,
658.10,ICD9,Ongoingpregnancy,
658.13,ICD9,Ongoingpregnancy,
658.43,ICD9,Ongoingpregnancy,
658.80,ICD9,Ongoingpregnancy,
658.93,ICD9,Ongoingpregnancy,
659.00,ICD9,Ongoingpregnancy,
659.10,ICD9,Ongoingpregnancy,
659.23,ICD9,Ongoingpregnancy,
659.4,ICD9,Ongoingpregnancy,
659.40,ICD9,Ongoingpregnancy,
659.43,ICD9,Ongoingpregnancy,
659.5,ICD9,Ongoingpregnancy,
660.33,ICD9,Ongoingpregnancy,
660.43,ICD9,Ongoingpregnancy,
660.53,ICD9,Ongoingpregnancy,
665.83,ICD9,Ongoingpregnancy,
665.93,ICD9,Ongoingpregnancy,
669.20,ICD9,Ongoingpregnancy,
669.40,ICD9,Ongoingpregnancy,
671.00,ICD9,Ongoingpregnancy,
671.01,ICD9,Ongoingpregnancy,
671.03,ICD9,Ongoingpregnancy,
671.10,ICD9,Ongoingpregnancy,
671.11,ICD9,Ongoingpregnancy,
671.13,ICD9,Ongoingpregnancy,
671.21,ICD9,Ongoingpregnancy,
671.50,ICD9,Ongoingpregnancy,
671.51,ICD9,Ongoingpregnancy,
671.80,ICD9,Ongoingpregnancy,
673.80,ICD9,Ongoingpregnancy,
674.03,ICD9,Ongoingpregnancy,
674.40,ICD9,Ongoingpregnancy,
658.8,ICD9,Ongoingpregnancy,
659.1,ICD9,Ongoingpregnancy,
669.4,ICD9,Ongoingpregnancy,
671.90,ICD9,Ongoingpregnancy,
671.2,ICD9,Ongoingpregnancy,
671.20,ICD9,Ongoingpregnancy,
673.8,ICD9,Ongoingpregnancy,
671.8,ICD9,Ongoingpregnancy,
671.3,ICD9,Ongoingpregnancy,
671.30,ICD9,Ongoingpregnancy,
671.33,ICD9,Ongoingpregnancy,
671.23,ICD9,Ongoingpregnancy,
671.0,ICD9,Ongoingpregnancy,
658.90,ICD9,Ongoingpregnancy,
659.7,ICD9,Ongoingpregnancy,
671.83,ICD9,Ongoingpregnancy,
671.93,ICD9,Ongoingpregnancy,
658.1,ICD9,Ongoingpregnancy,
659.70,ICD9,Ongoingpregnancy,
659.71,ICD9,Ongoingpregnancy,
659.73,ICD9,Ongoingpregnancy,
675.13,ICD9,Ongoingpregnancy,
659.6,ICD9,Ongoingpregnancy,
675.23,ICD9,Ongoingpregnancy,
679.1,ICD9,Ongoingpregnancy,
764.9,ICD9,Ongoingpregnancy,
764.90,ICD9,Ongoingpregnancy,
747.83,ICD9,Ongoingpregnancy,
771.0,ICD9,Ongoingpregnancy,
764,ICD9,Ongoingpregnancy,
764.20,ICD9,Ongoingpregnancy,
764.21,ICD9,Ongoingpregnancy,
764.22,ICD9,Ongoingpregnancy,
764.23,ICD9,Ongoingpregnancy,
764.24,ICD9,Ongoingpregnancy,
764.25,ICD9,Ongoingpregnancy,
764.26,ICD9,Ongoingpregnancy,
764.27,ICD9,Ongoingpregnancy,
764.28,ICD9,Ongoingpregnancy,
764.29,ICD9,Ongoingpregnancy,
764.91,ICD9,Ongoingpregnancy,
764.92,ICD9,Ongoingpregnancy,
764.93,ICD9,Ongoingpregnancy,
764.94,ICD9,Ongoingpregnancy,
764.95,ICD9,Ongoingpregnancy,
764.96,ICD9,Ongoingpregnancy,
764.97,ICD9,Ongoingpregnancy,
764.98,ICD9,Ongoingpregnancy,
764.99,ICD9,Ongoingpregnancy,
768.2,ICD9,Ongoingpregnancy,
771.1,ICD9,Ongoingpregnancy,
771.2,ICD9,Ongoingpregnancy,
772.0,ICD9,Ongoingpregnancy,
774.4,ICD9,Ongoingpregnancy,
774.5,ICD9,Ongoingpregnancy,
768.0,ICD9,Ongoingpregnancy,
772.1,ICD9,Ongoingpregnancy,
773.3,ICD9,Ongoingpregnancy,
770.7,ICD9,Ongoingpregnancy,
770.3,ICD9,Ongoingpregnancy,
763.81,ICD9,Ongoingpregnancy,
763.83,ICD9,Ongoingpregnancy,
765.2,ICD9,Ongoingpregnancy,
765.20,ICD9,Ongoingpregnancy,
765.23,ICD9,Ongoingpregnancy,
765.24,ICD9,Ongoingpregnancy,
765.25,ICD9,Ongoingpregnancy,
765.26,ICD9,Ongoingpregnancy,
765.27,ICD9,Ongoingpregnancy,
765.28,ICD9,Ongoingpregnancy,
765.29,ICD9,Ongoingpregnancy,
764.0,ICD9,Ongoingpregnancy,
764.2,ICD9,Ongoingpregnancy,
764.9,ICD9,Ongoingpregnancy,
764.90,ICD9,Ongoingpregnancy,
764.20,ICD9,Ongoingpregnancy,
764.21,ICD9,Ongoingpregnancy,
764.22,ICD9,Ongoingpregnancy,
764.23,ICD9,Ongoingpregnancy,
764.24,ICD9,Ongoingpregnancy,
764.25,ICD9,Ongoingpregnancy,
764.26,ICD9,Ongoingpregnancy,
764.27,ICD9,Ongoingpregnancy,
764.28,ICD9,Ongoingpregnancy,
764.29,ICD9,Ongoingpregnancy,
764.99,ICD9,Ongoingpregnancy,
772.0,ICD9,Ongoingpregnancy,
772.1,ICD9,Ongoingpregnancy,
770.3,ICD9,Ongoingpregnancy,
764.0,ICD9,Ongoingpregnancy,
764.2,ICD9,Ongoingpregnancy,
640.0,ICD9,Ongoingpregnancy,
640.03,ICD9,Ongoingpregnancy,
641.2,ICD9,Ongoingpregnancy,
641.20,ICD9,Ongoingpregnancy,
622.5,ICD9,Ongoingpregnancy,
657,ICD9,Ongoingpregnancy,
657.0,ICD9,Ongoingpregnancy,
V61.7,ICD9,Ongoingpregnancy,
646.9,ICD9,Ongoingpregnancy,
651,ICD9,Ongoingpregnancy,
651.9,ICD9,Ongoingpregnancy,
651.90,ICD9,Ongoingpregnancy,
645.1,ICD9,Ongoingpregnancy,
645.2,ICD9,Ongoingpregnancy,
V22.1,ICD9,Ongoingpregnancy,
651.0,ICD9,Ongoingpregnancy,
641.3,ICD9,Ongoingpregnancy,
641.33,ICD9,Ongoingpregnancy,
641.8,ICD9,Ongoingpregnancy,
641.83,ICD9,Ongoingpregnancy,
646.20,ICD9,Ongoingpregnancy,
646.23,ICD9,Ongoingpregnancy,
646.5,ICD9,Ongoingpregnancy,
646.50,ICD9,Ongoingpregnancy,
646.53,ICD9,Ongoingpregnancy,
646.6,ICD9,Ongoingpregnancy,
646.60,ICD9,Ongoingpregnancy,
646.63,ICD9,Ongoingpregnancy,
646.70,ICD9,Ongoingpregnancy,
646.73,ICD9,Ongoingpregnancy,
771.8,ICD9,Ongoingpregnancy,
771.89,ICD9,Ongoingpregnancy,
777.6,ICD9,Ongoingpregnancy,
777.8,ICD9,Ongoingpregnancy,
V22.0,ICD9,Ongoingpregnancy,
V23,ICD9,Ongoingpregnancy,
V23.0,ICD9,Ongoingpregnancy,
V23.1,ICD9,Ongoingpregnancy,
V23.2,ICD9,Ongoingpregnancy,
V23.3,ICD9,Ongoingpregnancy,
V23.4,ICD9,Ongoingpregnancy,
V23.5,ICD9,Ongoingpregnancy,
V23.8,ICD9,Ongoingpregnancy,
V23.89,ICD9,Ongoingpregnancy,
V28.9,ICD9,Ongoingpregnancy,
V28.2,ICD9,Ongoingpregnancy,
V28.4,ICD9,Ongoingpregnancy,
V28.8,ICD9,Ongoingpregnancy,
V28.89,ICD9,Ongoingpregnancy,
792.3,ICD9,Ongoingpregnancy,
646.2,ICD9,Ongoingpregnancy,
V22.2,ICD9,Ongoingpregnancy,
778.0,ICD9,Ongoingpregnancy,
V23.49,ICD9,Ongoingpregnancy,
796.5,ICD9,Ongoingpregnancy,
V28.6,ICD9,Ongoingpregnancy,
V28.1,ICD9,Ongoingpregnancy,
V23.7,ICD9,Ongoingpregnancy,
V23.82,ICD9,Ongoingpregnancy,
V23.83,ICD9,Ongoingpregnancy,
V23.84,ICD9,Ongoingpregnancy,
V61.5,ICD9,Ongoingpregnancy,
V22,ICD9,Ongoingpregnancy,
V23.81,ICD9,Ongoingpregnancy,
V61.6,ICD9,Ongoingpregnancy,
V28.0,ICD9,Ongoingpregnancy,
V28.3,ICD9,Ongoingpregnancy,
V28.81,ICD9,Ongoingpregnancy,
V28.82,ICD9,Ongoingpregnancy,
V89.04,ICD9,Ongoingpregnancy,
V89.05,ICD9,Ongoingpregnancy,
V89.09,ICD9,Ongoingpregnancy,
V91.00,ICD9,Ongoingpregnancy,
V91.10,ICD9,Ongoingpregnancy,
V91.11,ICD9,Ongoingpregnancy,
V91.12,ICD9,Ongoingpregnancy,
V91.19,ICD9,Ongoingpregnancy,
V91.20,ICD9,Ongoingpregnancy,
V91.21,ICD9,Ongoingpregnancy,
V91.22,ICD9,Ongoingpregnancy,
V91.29,ICD9,Ongoingpregnancy,
V91.90,ICD9,Ongoingpregnancy,
V91.91,ICD9,Ongoingpregnancy,
V91.92,ICD9,Ongoingpregnancy,
V91.99,ICD9,Ongoingpregnancy,
V23.42,ICD9,Ongoingpregnancy,
646.7,ICD9,Ongoingpregnancy,
V23.9,ICD9,Ongoingpregnancy,
640.03,ICD9,Ongoingpregnancy,
641.2,ICD9,Ongoingpregnancy,
641.20,ICD9,Ongoingpregnancy,
646.8,ICD9,Ongoingpregnancy,
657,ICD9,Ongoingpregnancy,
642.4,ICD9,Ongoingpregnancy,
651.90,ICD9,Ongoingpregnancy,
656.1,ICD9,Ongoingpregnancy,
773.0,ICD9,Ongoingpregnancy,
641.33,ICD9,Ongoingpregnancy,
641.83,ICD9,Ongoingpregnancy,
646.20,ICD9,Ongoingpregnancy,
646.23,ICD9,Ongoingpregnancy,
646.50,ICD9,Ongoingpregnancy,
646.53,ICD9,Ongoingpregnancy,
646.60,ICD9,Ongoingpregnancy,
646.63,ICD9,Ongoingpregnancy,
646.70,ICD9,Ongoingpregnancy,
646.73,ICD9,Ongoingpregnancy,
V23.89,ICD9,Ongoingpregnancy,
641.9,ICD9,Ongoingpregnancy,
646.2,ICD9,Ongoingpregnancy,
646.7,ICD9,Ongoingpregnancy,
656.7,ICD9,Ongoingpregnancy,
779.9,ICD9,Ongoingpregnancy,
777.6,ICD9,Ongoingpregnancy,
646.1,ICD9,Ongoingpregnancy,
778.0,ICD9,Ongoingpregnancy,
V23.1,ICD9,Ongoingpregnancy,
V28.1,ICD9,Ongoingpregnancy,
V23.82,ICD9,Ongoingpregnancy,
V23.83,ICD9,Ongoingpregnancy,
V23.84,ICD9,Ongoingpregnancy,
V23.81,ICD9,Ongoingpregnancy,
V22.2,ICD9,Ongoingpregnancy,
V23.5,ICD9,Ongoingpregnancy,
V23.7,ICD9,Ongoingpregnancy,
V28.0,ICD9,Ongoingpregnancy,
V28.3,ICD9,Ongoingpregnancy,
V22.0,ICD9,Ongoingpregnancy,
631.0,ICD9,Ongoingpregnancy,
O20.0,ICD10,Ongoingpregnancy,
O21,ICD10,Ongoingpregnancy,
O21.0,ICD10,Ongoingpregnancy,
O44,ICD10,Ongoingpregnancy,
O48,ICD10,Ongoingpregnancy,
O20,ICD10,Ongoingpregnancy,
O20.9,ICD10,Ongoingpregnancy,
O44.0,ICD10,Ongoingpregnancy,
O44.1,ICD10,Ongoingpregnancy,
O21.2,ICD10,Ongoingpregnancy,
O21.8,ICD10,Ongoingpregnancy,
O31.0,ICD10,Ongoingpregnancy,
O46.9,ICD10,Ongoingpregnancy,
O21.9,ICD10,Ongoingpregnancy,
O14.1,ICD10,Ongoingpregnancy,
O07,ICD10,Ongoingpregnancy,
O21.1,ICD10,Ongoingpregnancy,
O66.4,ICD10,Ongoingpregnancy,
O88.2,ICD10,Ongoingpregnancy,
P08.0,ICD10,Ongoingpregnancy,
P39,ICD10,Ongoingpregnancy,
P59,ICD10,Ongoingpregnancy,
P78.0,ICD10,Ongoingpregnancy,
P78.8,ICD10,Ongoingpregnancy,
P96.8,ICD10,Ongoingpregnancy,
O75.9,ICD10,Ongoingpregnancy,
O90.3,ICD10,Ongoingpregnancy,
P96.9,ICD10,Ongoingpregnancy,
P07.2,ICD10,Ongoingpregnancy,
P25.2,ICD10,Ongoingpregnancy,
P25.3,ICD10,Ongoingpregnancy,
P25.1,ICD10,Ongoingpregnancy,
P28.0,ICD10,Ongoingpregnancy,
O20.0,ICD10,Ongoingpregnancy,
O21,ICD10,Ongoingpregnancy,
O21.0,ICD10,Ongoingpregnancy,
O44,ICD10,Ongoingpregnancy,
O44.0,ICD10,Ongoingpregnancy,
O48.0,ICD10,Ongoingpregnancy,
O48.1,ICD10,Ongoingpregnancy,
O20,ICD10,Ongoingpregnancy,
O20.9,ICD10,Ongoingpregnancy,
O21.2,ICD10,Ongoingpregnancy,
O21.8,ICD10,Ongoingpregnancy,
O31.0,ICD10,Ongoingpregnancy,
O07.4,ICD10,Ongoingpregnancy,
O46.9,ICD10,Ongoingpregnancy,
O21.9,ICD10,Ongoingpregnancy,
O13,ICD10,Ongoingpregnancy,
O14.1,ICD10,Ongoingpregnancy,
O07,ICD10,Ongoingpregnancy,
O21.1,ICD10,Ongoingpregnancy,
O48,ICD10,Ongoingpregnancy,
O00.21,ICD10,Ongoingpregnancy,
O00.81,ICD10,Ongoingpregnancy,
O00.91,ICD10,Ongoingpregnancy,
O02.81,ICD10,Ongoingpregnancy,
P39,ICD10,Ongoingpregnancy,
P59,ICD10,Ongoingpregnancy,
P78.0,ICD10,Ongoingpregnancy,
P78.8,ICD10,Ongoingpregnancy,
P78.89,ICD10,Ongoingpregnancy,
P96.8,ICD10,Ongoingpregnancy,
P96.89,ICD10,Ongoingpregnancy,
P28.81,ICD10,Ongoingpregnancy,
O75.9,ICD10,Ongoingpregnancy,
O90.1,ICD10,Ongoingpregnancy,
P96.9,ICD10,Ongoingpregnancy,
P25.2,ICD10,Ongoingpregnancy,
P25.3,ICD10,Ongoingpregnancy,
P25.1,ICD10,Ongoingpregnancy,
P28.0,ICD10,Ongoingpregnancy,
O24,ICD10,Ongoingpregnancy,
O24.9,ICD10,Ongoingpregnancy,
O98.2,ICD10,Ongoingpregnancy,
O98.1,ICD10,Ongoingpregnancy,
O98.5,ICD10,Ongoingpregnancy,
O98.3,ICD10,Ongoingpregnancy,
O98.8,ICD10,Ongoingpregnancy,
O98.0,ICD10,Ongoingpregnancy,
O24.91,ICD10,Ongoingpregnancy,
O24.919,ICD10,Ongoingpregnancy,
O98.2,ICD10,Ongoingpregnancy,
O98.1,ICD10,Ongoingpregnancy,
O24,ICD10,Ongoingpregnancy,
O24.9,ICD10,Ongoingpregnancy,
O98.5,ICD10,Ongoingpregnancy,
O98.3,ICD10,Ongoingpregnancy,
O98.8,ICD10,Ongoingpregnancy,
O98.0,ICD10,Ongoingpregnancy,
O26.85,ICD10,Ongoingpregnancy,
O26.859,ICD10,Ongoingpregnancy,
O26.87,ICD10,Ongoingpregnancy,
O26.61,ICD10,Ongoingpregnancy,
O30,ICD10,Ongoingpregnancy,
O30.9,ICD10,Ongoingpregnancy,
O30.0,ICD10,Ongoingpregnancy,
O30.1,ICD10,Ongoingpregnancy,
O30.2,ICD10,Ongoingpregnancy,
O30,ICD10,Ongoingpregnancy,
O30.9,ICD10,Ongoingpregnancy,
O30.90,ICD10,Ongoingpregnancy,
O30.0,ICD10,Ongoingpregnancy,
O30.00,ICD10,Ongoingpregnancy,
O30.009,ICD10,Ongoingpregnancy,
O30.1,ICD10,Ongoingpregnancy,
O30.2,ICD10,Ongoingpregnancy,
O30.8,ICD10,Ongoingpregnancy,
O35.4,ICD10,Ongoingpregnancy,
O43.8,ICD10,Ongoingpregnancy,
O35,ICD10,Ongoingpregnancy,
O35.4,ICD10,Ongoingpregnancy,
O43.8,ICD10,Ongoingpregnancy,
O43.89,ICD10,Ongoingpregnancy,
O43.899,ICD10,Ongoingpregnancy,
O35,ICD10,Ongoingpregnancy,
O42,ICD10,Ongoingpregnancy,
O42.9,ICD10,Ongoingpregnancy,
O40,ICD10,Ongoingpregnancy,
P29.3,ICD10,Ongoingpregnancy,
O41.0,ICD10,Ongoingpregnancy,
O75.4,ICD10,Ongoingpregnancy,
O61,ICD10,Ongoingpregnancy,
O61.9,ICD10,Ongoingpregnancy,
O61.0,ICD10,Ongoingpregnancy,
O26.5,ICD10,Ongoingpregnancy,
O22.3,ICD10,Ongoingpregnancy,
O22.2,ICD10,Ongoingpregnancy,
O22.0,ICD10,Ongoingpregnancy,
P00.9,ICD10,Ongoingpregnancy,
O22.8,ICD10,Ongoingpregnancy,
O22,ICD10,Ongoingpregnancy,
O22.9,ICD10,Ongoingpregnancy,
O42.0,ICD10,Ongoingpregnancy,
O41.12,ICD10,Ongoingpregnancy,
O41.1290,ICD10,Ongoingpregnancy,
O42,ICD10,Ongoingpregnancy,
O40,ICD10,Ongoingpregnancy,
P29.3,ICD10,Ongoingpregnancy,
P29.30,ICD10,Ongoingpregnancy,
O41.14,ICD10,Ongoingpregnancy,
O41.149,ICD10,Ongoingpregnancy,
O41.1490,ICD10,Ongoingpregnancy,
O41.0,ICD10,Ongoingpregnancy,
O41.00,ICD10,Ongoingpregnancy,
O90.89,ICD10,Ongoingpregnancy,
O75.4,ICD10,Ongoingpregnancy,
O61,ICD10,Ongoingpregnancy,
O61.9,ICD10,Ongoingpregnancy,
O61.0,ICD10,Ongoingpregnancy,
O26.5,ICD10,Ongoingpregnancy,
O26.50,ICD10,Ongoingpregnancy,
O22.3,ICD10,Ongoingpregnancy,
O22.2,ICD10,Ongoingpregnancy,
O22.20,ICD10,Ongoingpregnancy,
O22.0,ICD10,Ongoingpregnancy,
O22.8,ICD10,Ongoingpregnancy,
O22.8X,ICD10,Ongoingpregnancy,
O22.9,ICD10,Ongoingpregnancy,
O42.0,ICD10,Ongoingpregnancy,
O42.00,ICD10,Ongoingpregnancy,
O91.11,ICD10,Ongoingpregnancy,
Q86.0,ICD10,Ongoingpregnancy,
P05.9,ICD10,Ongoingpregnancy,
P29.3,ICD10,Ongoingpregnancy,
P35.0,ICD10,Ongoingpregnancy,
P05,ICD10,Ongoingpregnancy,
P35.1,ICD10,Ongoingpregnancy,
P50,ICD10,Ongoingpregnancy,
P50.9,ICD10,Ongoingpregnancy,
P59,ICD10,Ongoingpregnancy,
P27,ICD10,Ongoingpregnancy,
P27.9,ICD10,Ongoingpregnancy,
P26,ICD10,Ongoingpregnancy,
P26.9,ICD10,Ongoingpregnancy,
P05.2,ICD10,Ongoingpregnancy,
Q86.0,ICD10,Ongoingpregnancy,
P29.3,ICD10,Ongoingpregnancy,
P29.30,ICD10,Ongoingpregnancy,
P35.0,ICD10,Ongoingpregnancy,
P35.1,ICD10,Ongoingpregnancy,
P59,ICD10,Ongoingpregnancy,
P56.0,ICD10,Ongoingpregnancy,
P27,ICD10,Ongoingpregnancy,
P27.9,ICD10,Ongoingpregnancy,
P26,ICD10,Ongoingpregnancy,
P26.9,ICD10,Ongoingpregnancy,
Z3A,ICD10,Ongoingpregnancy,
O20.0,ICD10,Ongoingpregnancy,
O45,ICD10,Ongoingpregnancy,
O45.9,ICD10,Ongoingpregnancy,
N88.3,ICD10,Ongoingpregnancy,
O26.4,ICD10,Ongoingpregnancy,
O40,ICD10,Ongoingpregnancy,
O43,ICD10,Ongoingpregnancy,
O43.9,ICD10,Ongoingpregnancy,
O14.9,ICD10,Ongoingpregnancy,
O30,ICD10,Ongoingpregnancy,
O30.9,ICD10,Ongoingpregnancy,
O48,ICD10,Ongoingpregnancy,
Z34.8,ICD10,Ongoingpregnancy,
O24.4,ICD10,Ongoingpregnancy,
O30.0,ICD10,Ongoingpregnancy,
O46.0,ICD10,Ongoingpregnancy,
O46.8,ICD10,Ongoingpregnancy,
O23,ICD10,Ongoingpregnancy,
P39,ICD10,Ongoingpregnancy,
P78.0,ICD10,Ongoingpregnancy,
P78.8,ICD10,Ongoingpregnancy,
Z34.0,ICD10,Ongoingpregnancy,
Z35,ICD10,Ongoingpregnancy,
Z35.9,ICD10,Ongoingpregnancy,
Z35.8,ICD10,Ongoingpregnancy,
Z36,ICD10,Ongoingpregnancy,
Z36.9,ICD10,Ongoingpregnancy,
Z36.2,ICD10,Ongoingpregnancy,
Z36.4,ICD10,Ongoingpregnancy,
O12.0,ICD10,Ongoingpregnancy,
Z33,ICD10,Ongoingpregnancy,
O23.4,ICD10,Ongoingpregnancy,
Z36.1,ICD10,Ongoingpregnancy,
Z34,ICD10,Ongoingpregnancy,
Z34.9,ICD10,Ongoingpregnancy,
O20.0,ICD10,Ongoingpregnancy,
O45,ICD10,Ongoingpregnancy,
O45.9,ICD10,Ongoingpregnancy,
O45.90,ICD10,Ongoingpregnancy,
N88.3,ICD10,Ongoingpregnancy,
O26.4,ICD10,Ongoingpregnancy,
O26.40,ICD10,Ongoingpregnancy,
O40,ICD10,Ongoingpregnancy,
O43,ICD10,Ongoingpregnancy,
O43.9,ICD10,Ongoingpregnancy,
O43.90,ICD10,Ongoingpregnancy,
O14,ICD10,Ongoingpregnancy,
O14.9,ICD10,Ongoingpregnancy,
O14.90,ICD10,Ongoingpregnancy,
O30,ICD10,Ongoingpregnancy,
O30.9,ICD10,Ongoingpregnancy,
O30.90,ICD10,Ongoingpregnancy,
O48.0,ICD10,Ongoingpregnancy,
O48.1,ICD10,Ongoingpregnancy,
O24.4,ICD10,Ongoingpregnancy,
O30.0,ICD10,Ongoingpregnancy,
O30.00,ICD10,Ongoingpregnancy,
O30.009,ICD10,Ongoingpregnancy,
O46.0,ICD10,Ongoingpregnancy,
O46.00,ICD10,Ongoingpregnancy,
O46.8,ICD10,Ongoingpregnancy,
O46.8X,ICD10,Ongoingpregnancy,
O46.8X9,ICD10,Ongoingpregnancy,
O23,ICD10,Ongoingpregnancy,
O23.9,ICD10,Ongoingpregnancy,
O23.90,ICD10,Ongoingpregnancy,
P39,ICD10,Ongoingpregnancy,
P78.0,ICD10,Ongoingpregnancy,
P78.8,ICD10,Ongoingpregnancy,
P78.89,ICD10,Ongoingpregnancy,
O12.0,ICD10,Ongoingpregnancy,
Z33.1,ICD10,Ongoingpregnancy,
O23.4,ICD10,Ongoingpregnancy,
O23.40,ICD10,Ongoingpregnancy,
Z33,ICD10,Ongoingpregnancy,
O30.80,ICD10,Ongoingpregnancy,
O30.89,ICD10,Ongoingpregnancy,
O26.61,ICD10,Ongoingpregnancy,
Z3A.0,ICD10,Ongoingpregnancy,
Z3A.1,ICD10,Ongoingpregnancy,
Z3A.2,ICD10,Ongoingpregnancy,
Z3A.3,ICD10,Ongoingpregnancy,
Z3A.4,ICD10,Ongoingpregnancy,
Z34.0,ICD10,Ongoingpregnancy,
O02.81,ICD10,Ongoingpregnancy,
198882006,SNOMED,Ongoingpregnancy,
198885008,SNOMED,Ongoingpregnancy,
22689002,SNOMED,Ongoingpregnancy,
54048003,SNOMED,Ongoingpregnancy,
14094001,SNOMED,Ongoingpregnancy,
90325002,SNOMED,Ongoingpregnancy,
19569008,SNOMED,Ongoingpregnancy,
199024002,SNOMED,Ongoingpregnancy,
36813001,SNOMED,Ongoingpregnancy,
199062004,SNOMED,Ongoingpregnancy,
199065002,SNOMED,Ongoingpregnancy,
199066001,SNOMED,Ongoingpregnancy,
90968009,SNOMED,Ongoingpregnancy,
26623000,SNOMED,Ongoingpregnancy,
29421008,SNOMED,Ongoingpregnancy,
5939002,SNOMED,Ongoingpregnancy,
67042008,SNOMED,Ongoingpregnancy,
13943000,SNOMED,Ongoingpregnancy,
198814001,SNOMED,Ongoingpregnancy,
198815000,SNOMED,Ongoingpregnancy,
59919008,SNOMED,Ongoingpregnancy,
198891005,SNOMED,Ongoingpregnancy,
198892003,SNOMED,Ongoingpregnancy,
25825004,SNOMED,Ongoingpregnancy,
111434009,SNOMED,Ongoingpregnancy,
111435005,SNOMED,Ongoingpregnancy,
111433003,SNOMED,Ongoingpregnancy,
267197003,SNOMED,Ongoingpregnancy,
198897009,SNOMED,Ongoingpregnancy,
198898004,SNOMED,Ongoingpregnancy,
198902005,SNOMED,Ongoingpregnancy,
7792000,SNOMED,Ongoingpregnancy,
19882008,SNOMED,Ongoingpregnancy,
198903000,SNOMED,Ongoingpregnancy,
198904006,SNOMED,Ongoingpregnancy,
198907004,SNOMED,Ongoingpregnancy,
198956003,SNOMED,Ongoingpregnancy,
198957007,SNOMED,Ongoingpregnancy,
198962008,SNOMED,Ongoingpregnancy,
199031003,SNOMED,Ongoingpregnancy,
199034006,SNOMED,Ongoingpregnancy,
38331001,SNOMED,Ongoingpregnancy,
200497001,SNOMED,Ongoingpregnancy,
199042007,SNOMED,Ongoingpregnancy,
199060007,SNOMED,Ongoingpregnancy,
267201003,SNOMED,Ongoingpregnancy,
199068000,SNOMED,Ongoingpregnancy,
199071008,SNOMED,Ongoingpregnancy,
414249001,SNOMED,Ongoingpregnancy,
90127001,SNOMED,Ongoingpregnancy,
198816004,SNOMED,Ongoingpregnancy,
90645002,SNOMED,Ongoingpregnancy,
7822001,SNOMED,Ongoingpregnancy,
30850008,SNOMED,Ongoingpregnancy,
111437002,SNOMED,Ongoingpregnancy,
156104008,SNOMED,Ongoingpregnancy,
198936004,SNOMED,Ongoingpregnancy,
198937008,SNOMED,Ongoingpregnancy,
198940008,SNOMED,Ongoingpregnancy,
34842007,SNOMED,Ongoingpregnancy,
198973001,SNOMED,Ongoingpregnancy,
198980004,SNOMED,Ongoingpregnancy,
267200002,SNOMED,Ongoingpregnancy,
41114007,SNOMED,Ongoingpregnancy,
156117006,SNOMED,Ongoingpregnancy,
199040004,SNOMED,Ongoingpregnancy,
199041000,SNOMED,Ongoingpregnancy,
199045009,SNOMED,Ongoingpregnancy,
267309004,SNOMED,Ongoingpregnancy,
198942000,SNOMED,Ongoingpregnancy,
198943005,SNOMED,Ongoingpregnancy,
198948001,SNOMED,Ongoingpregnancy,
198964009,SNOMED,Ongoingpregnancy,
198971004,SNOMED,Ongoingpregnancy,
