code,coding_system,event_abbreviation,tags
676.21,ICD9,Birth,possible
676.22,ICD9,Birth,possible
676.23,ICD9,Birth,possible
676.24,ICD9,Birth,possible
676.3,ICD9,Birth,possible
676.31,ICD9,Birth,possible
676.32,ICD9,Birth,possible
676.33,ICD9,Birth,possible
676.34,ICD9,Birth,possible
676.4,ICD9,Birth,possible
676.41,ICD9,Birth,possible
676.43,ICD9,Birth,possible
676.5,ICD9,Birth,possible
676.51,ICD9,Birth,possible
676.53,ICD9,Birth,possible
676.6,ICD9,Birth,possible
676.61,ICD9,Birth,possible
676.62,ICD9,Birth,possible
676.63,ICD9,Birth,possible
676.64,ICD9,Birth,possible
676.8,ICD9,Birth,possible
676.81,ICD9,Birth,possible
676.83,ICD9,Birth,possible
676.9,ICD9,Birth,possible
676.91,ICD9,Birth,possible
676.92,ICD9,Birth,possible
676.93,ICD9,Birth,possible
676.94,ICD9,Birth,possible
679.02,ICD9,Birth,possible
679.04,ICD9,Birth,possible
679.12,ICD9,Birth,possible
679.14,ICD9,Birth,possible
747.83,ICD9,Birth,possible
760.2,ICD9,Birth,possible
760.76,ICD9,Birth,possible
762.3,ICD9,Birth,possible
762.4,ICD9,Birth,possible
762.7,ICD9,Birth,possible
763.81,ICD9,Birth,possible
764.01,ICD9,Birth,possible
764.02,ICD9,Birth,possible
764.03,ICD9,Birth,possible
764.04,ICD9,Birth,possible
764.05,ICD9,Birth,possible
764.06,ICD9,Birth,possible
764.07,ICD9,Birth,possible
764.08,ICD9,Birth,possible
764.09,ICD9,Birth,possible
764.1,ICD9,Birth,possible
764.11,ICD9,Birth,possible
764.13,ICD9,Birth,possible
764.14,ICD9,Birth,possible
764.15,ICD9,Birth,possible
764.16,ICD9,Birth,possible
764.17,ICD9,Birth,possible
764.18,ICD9,Birth,possible
764.19,ICD9,Birth,possible
764.2,ICD9,Birth,possible
764.21,ICD9,Birth,possible
764.22,ICD9,Birth,possible
764.23,ICD9,Birth,possible
764.24,ICD9,Birth,possible
764.25,ICD9,Birth,possible
764.26,ICD9,Birth,possible
764.27,ICD9,Birth,possible
764.28,ICD9,Birth,possible
764.29,ICD9,Birth,possible
765.01,ICD9,Birth,possible
765.02,ICD9,Birth,possible
765.03,ICD9,Birth,possible
765.04,ICD9,Birth,possible
765.05,ICD9,Birth,possible
765.06,ICD9,Birth,possible
765.07,ICD9,Birth,possible
765.08,ICD9,Birth,possible
765.09,ICD9,Birth,possible
765.1,ICD9,Birth,possible
765.11,ICD9,Birth,possible
765.12,ICD9,Birth,possible
765.13,ICD9,Birth,possible
765.14,ICD9,Birth,possible
765.15,ICD9,Birth,possible
765.16,ICD9,Birth,possible
765.17,ICD9,Birth,possible
765.18,ICD9,Birth,possible
765.19,ICD9,Birth,possible
765.21,ICD9,Birth,possible
765.22,ICD9,Birth,possible
765.23,ICD9,Birth,possible
765.24,ICD9,Birth,possible
765.25,ICD9,Birth,possible
765.26,ICD9,Birth,possible
765.27,ICD9,Birth,possible
765.28,ICD9,Birth,possible
765.29,ICD9,Birth,possible
766.1,ICD9,Birth,possible
766.2,ICD9,Birth,possible
766.21,ICD9,Birth,possible
766.22,ICD9,Birth,possible
767.1,ICD9,Birth,possible
767.2,ICD9,Birth,possible
767.3,ICD9,Birth,possible
767.4,ICD9,Birth,possible
767.5,ICD9,Birth,possible
767.6,ICD9,Birth,possible
767.7,ICD9,Birth,possible
767.8,ICD9,Birth,possible
768.2,ICD9,Birth,possible
768.3,ICD9,Birth,possible
768.4,ICD9,Birth,possible
768.5,ICD9,Birth,possible
768.6,ICD9,Birth,possible
768.7,ICD9,Birth,possible
768.71,ICD9,Birth,possible
768.72,ICD9,Birth,possible
768.73,ICD9,Birth,possible
768.9,ICD9,Birth,possible
770.2,ICD9,Birth,possible
770.3,ICD9,Birth,possible
770.4,ICD9,Birth,possible
770.5,ICD9,Birth,possible
770.6,ICD9,Birth,possible
770.7,ICD9,Birth,possible
770.8,ICD9,Birth,possible
770.81,ICD9,Birth,possible
770.82,ICD9,Birth,possible
770.83,ICD9,Birth,possible
770.84,ICD9,Birth,possible
770.85,ICD9,Birth,possible
770.87,ICD9,Birth,possible
770.88,ICD9,Birth,possible
770.89,ICD9,Birth,possible
770.9,ICD9,Birth,possible
771.3,ICD9,Birth,possible
771.4,ICD9,Birth,possible
771.5,ICD9,Birth,possible
771.6,ICD9,Birth,possible
771.7,ICD9,Birth,possible
771.81,ICD9,Birth,possible
771.82,ICD9,Birth,possible
771.83,ICD9,Birth,possible
772.1,ICD9,Birth,possible
772.11,ICD9,Birth,possible
772.12,ICD9,Birth,possible
772.13,ICD9,Birth,possible
772.14,ICD9,Birth,possible
772.2,ICD9,Birth,possible
772.3,ICD9,Birth,possible
772.4,ICD9,Birth,possible
772.5,ICD9,Birth,possible
772.8,ICD9,Birth,possible
772.9,ICD9,Birth,possible
773.3,ICD9,Birth,possible
773.4,ICD9,Birth,possible
774.1,ICD9,Birth,possible
774.2,ICD9,Birth,possible
774.3,ICD9,Birth,possible
774.31,ICD9,Birth,possible
774.39,ICD9,Birth,possible
774.4,ICD9,Birth,possible
774.5,ICD9,Birth,possible
774.6,ICD9,Birth,possible
774.7,ICD9,Birth,possible
775.1,ICD9,Birth,possible
775.2,ICD9,Birth,possible
775.3,ICD9,Birth,possible
775.4,ICD9,Birth,possible
775.5,ICD9,Birth,possible
775.6,ICD9,Birth,possible
775.7,ICD9,Birth,possible
775.8,ICD9,Birth,possible
775.81,ICD9,Birth,possible
776.1,ICD9,Birth,possible
776.2,ICD9,Birth,possible
776.3,ICD9,Birth,possible
776.4,ICD9,Birth,possible
776.6,ICD9,Birth,possible
776.7,ICD9,Birth,possible
777.1,ICD9,Birth,possible
777.2,ICD9,Birth,possible
777.3,ICD9,Birth,possible
777.4,ICD9,Birth,possible
777.5,ICD9,Birth,possible
777.51,ICD9,Birth,possible
777.52,ICD9,Birth,possible
777.53,ICD9,Birth,possible
777.6,ICD9,Birth,possible
777.8,ICD9,Birth,possible
778.1,ICD9,Birth,possible
778.2,ICD9,Birth,possible
778.3,ICD9,Birth,possible
778.4,ICD9,Birth,possible
778.5,ICD9,Birth,possible
778.7,ICD9,Birth,possible
778.9,ICD9,Birth,possible
779.1,ICD9,Birth,possible
779.2,ICD9,Birth,possible
779.3,ICD9,Birth,possible
779.31,ICD9,Birth,possible
779.32,ICD9,Birth,possible
779.33,ICD9,Birth,possible
779.4,ICD9,Birth,possible
779.8,ICD9,Birth,possible
779.81,ICD9,Birth,possible
779.82,ICD9,Birth,possible
779.84,ICD9,Birth,possible
779.85,ICD9,Birth,possible
779.9,ICD9,Birth,possible
V20.1,ICD9,Birth,possible
V20.3,ICD9,Birth,possible
V20.31,ICD9,Birth,possible
V24.0,ICD9,Birth,possible
V24.1,ICD9,Birth,possible
V24.2,ICD9,Birth,possible
V27.9,ICD9,Birth,possible
V29.2,ICD9,Birth,possible
V29.9,ICD9,Birth,possible
773,ICD9,Birth,possible
A33,ICD10,Birth,possible
L53.0,ICD10,Birth,possible
N85.5,ICD10,Birth,possible
O14.1,ICD10,Birth,possible
O15.0,ICD10,Birth,possible
O15.2,ICD10,Birth,possible
O45,ICD10,Birth,possible
O46.0,ICD10,Birth,possible
O46.9,ICD10,Birth,possible
O48,ICD10,Birth,possible
O62.0,ICD10,Birth,possible
O62.2,ICD10,Birth,possible
O62.1,ICD10,Birth,possible
O62.2,ICD10,Birth,possible
O66.0,ICD10,Birth,possible
O66.4,ICD10,Birth,possible
O71.2,ICD10,Birth,possible
O71.3,ICD10,Birth,possible
O72,ICD10,Birth,possible
O72.0,ICD10,Birth,possible
O72.1,ICD10,Birth,possible
O72.2,ICD10,Birth,possible
O72.3,ICD10,Birth,possible
O73,ICD10,Birth,possible
O73.0,ICD10,Birth,possible
O73.1,ICD10,Birth,possible
O85,ICD10,Birth,possible
O86.4,ICD10,Birth,possible
O86.81,ICD10,Birth,possible
O87,ICD10,Birth,possible
O87.0,ICD10,Birth,possible
O87.1,ICD10,Birth,possible
O87.8,ICD10,Birth,possible
O88.2,ICD10,Birth,possible
O90.1,ICD10,Birth,possible
O90.3,ICD10,Birth,possible
O90.89,ICD10,Birth,possible
O90.9,ICD10,Birth,possible
O91.0,ICD10,Birth,possible
O91.1,ICD10,Birth,possible
O92.0,ICD10,Birth,possible
O92.1,ICD10,Birth,possible
O92.2,ICD10,Birth,possible
O92.3,ICD10,Birth,possible
O92.5,ICD10,Birth,possible
O92.6,ICD10,Birth,possible
O92.7,ICD10,Birth,possible
O92.70,ICD10,Birth,possible
P02.0,ICD10,Birth,possible
P02.3,ICD10,Birth,possible
P02.4,ICD10,Birth,possible
P02.7,ICD10,Birth,possible
P07.2,ICD10,Birth,possible
P07.21,ICD10,Birth,possible
P07.22,ICD10,Birth,possible
P07.23,ICD10,Birth,possible
P07.24,ICD10,Birth,possible
P07.25,ICD10,Birth,possible
P07.26,ICD10,Birth,possible
P07.3,ICD10,Birth,possible
P07.31,ICD10,Birth,possible
P07.32,ICD10,Birth,possible
P07.33,ICD10,Birth,possible
P07.34,ICD10,Birth,possible
P07.35,ICD10,Birth,possible
P07.36,ICD10,Birth,possible
P07.37,ICD10,Birth,possible
P07.38,ICD10,Birth,possible
P07.39,ICD10,Birth,possible
P08.0,ICD10,Birth,possible
P08.1,ICD10,Birth,possible
P08.2,ICD10,Birth,possible
P08.22,ICD10,Birth,possible
P10,ICD10,Birth,possible
P11,ICD10,Birth,possible
P12,ICD10,Birth,possible
P13,ICD10,Birth,possible
P14,ICD10,Birth,possible
P15,ICD10,Birth,possible
P11.3,ICD10,Birth,possible
P11.5,ICD10,Birth,possible
P12,ICD10,Birth,possible
P13.4,ICD10,Birth,possible
P15.8,ICD10,Birth,possible
P21,ICD10,Birth,possible
P84,ICD10,Birth,possible
P21.0,ICD10,Birth,possible
P21.1,ICD10,Birth,possible
P22,ICD10,Birth,possible
P22.1,ICD10,Birth,possible
P26,ICD10,Birth,possible
P27,ICD10,Birth,possible
P28.0,ICD10,Birth,possible
P28.1,ICD10,Birth,possible
P28.2,ICD10,Birth,possible
P28.4,ICD10,Birth,possible
P28.5,ICD10,Birth,possible
P28.81,ICD10,Birth,possible
P29.11,ICD10,Birth,possible
P29.12,ICD10,Birth,possible
P29.3,ICD10,Birth,possible
P29.81,ICD10,Birth,possible
P37.5,ICD10,Birth,possible
P38,ICD10,Birth,possible
P39,ICD10,Birth,possible
P39.0,ICD10,Birth,possible
P39.1,ICD10,Birth,possible
P39.3,ICD10,Birth,possible
P50,ICD10,Birth,possible
P51,ICD10,Birth,possible
P53,ICD10,Birth,possible
P54.9,ICD10,Birth,possible
P56.0,ICD10,Birth,possible
P57.0,ICD10,Birth,possible
P59,ICD10,Birth,possible
P59.0,ICD10,Birth,possible
P60,ICD10,Birth,possible
P61.0,ICD10,Birth,possible
P61.1,ICD10,Birth,possible
P61.2,ICD10,Birth,possible
P61.5,ICD10,Birth,possible
P61.6,ICD10,Birth,possible
P70.2,ICD10,Birth,possible
P72.1,ICD10,Birth,possible
P74.0,ICD10,Birth,possible
P74.4,ICD10,Birth,possible
P76.0,ICD10,Birth,possible
P76.1,ICD10,Birth,possible
P76.2,ICD10,Birth,possible
P77,ICD10,Birth,possible
P77.1,ICD10,Birth,possible
P77.2,ICD10,Birth,possible
P77.3,ICD10,Birth,possible
P77.9,ICD10,Birth,possible
P78.0,ICD10,Birth,possible
P78.2,ICD10,Birth,possible
P78.8,ICD10,Birth,possible
P80,ICD10,Birth,possible
P81,ICD10,Birth,possible
P82,ICD10,Birth,possible
P83,ICD10,Birth,possible
P80.0,ICD10,Birth,possible
P80.8,ICD10,Birth,possible
P81,ICD10,Birth,possible
P83.0,ICD10,Birth,possible
P83.4,ICD10,Birth,possible
P84,ICD10,Birth,possible
P90,ICD10,Birth,possible
P91.6,ICD10,Birth,possible
P91.61,ICD10,Birth,possible
P91.62,ICD10,Birth,possible
P91.63,ICD10,Birth,possible
P92,ICD10,Birth,possible
P92.01,ICD10,Birth,possible
P92.09,ICD10,Birth,possible
P96.8,ICD10,Birth,possible
P96.83,ICD10,Birth,possible
P96.9,ICD10,Birth,possible
R04.89,ICD10,Birth,possible
Z39,ICD10,Birth,possible
Z39.0,ICD10,Birth,possible
Z39.2,ICD10,Birth,possible
P55,ICD10,Birth,possible
772.6,READ,Birth,possible
L125.,READ,Birth,possible
L125z,READ,Birth,possible
L1250,READ,Birth,possible
L1263,READ,Birth,possible
L1311,READ,Birth,possible
L1612,READ,Birth,possible
L1801,READ,Birth,possible
L1804,READ,Birth,possible
L220.,READ,Birth,possible
L2200,READ,Birth,possible
L220z,READ,Birth,possible
L2201,READ,Birth,possible
L227.,READ,Birth,possible
L2270,READ,Birth,possible
L227z,READ,Birth,possible
XE0ye,READ,Birth,possible
L229.,READ,Birth,possible
L23..,READ,Birth,possible
Xa0lv,READ,Birth,possible
L2311,READ,Birth,possible
L2321,READ,Birth,possible
L2331,READ,Birth,possible
L2371,READ,Birth,possible
L243.,READ,Birth,possible
L243z,READ,Birth,possible
L2430,READ,Birth,possible
L2431,READ,Birth,possible
L2600,READ,Birth,possible
L260z,READ,Birth,possible
L260.,READ,Birth,possible
L3050,READ,Birth,possible
L305z,READ,Birth,possible
L305.,READ,Birth,possible
L3060,READ,Birth,possible
L306z,READ,Birth,possible
L306.,READ,Birth,possible
L307.,READ,Birth,possible
L307z,READ,Birth,possible
L310.,READ,Birth,possible
L310z,READ,Birth,possible
L3100,READ,Birth,possible
L311.,READ,Birth,possible
L311z,READ,Birth,possible
L3110,READ,Birth,possible
L352.,READ,Birth,possible
L3520,READ,Birth,possible
L352z,READ,Birth,possible
L353.,READ,Birth,possible
L3530,READ,Birth,possible
L353z,READ,Birth,possible
L36..,READ,Birth,possible
L36z.,READ,Birth,possible
L3600,READ,Birth,possible
L360z,READ,Birth,possible
XE0x9,READ,Birth,possible
L361.,READ,Birth,possible
L3610,READ,Birth,possible
L361z,READ,Birth,possible
Lyu4D,READ,Birth,possible
L362.,READ,Birth,possible
L3620,READ,Birth,possible
L362z,READ,Birth,possible
L3700,READ,Birth,possible
XE0xD,READ,Birth,possible
XE0xC,READ,Birth,possible
L39y.,READ,Birth,possible
L39y0,READ,Birth,possible
L39yz,READ,Birth,possible
L400.,READ,Birth,possible
L400z,READ,Birth,possible
L4000,READ,Birth,possible
L40z.,READ,Birth,possible
L40z0,READ,Birth,possible
L42..,READ,Birth,possible
L4200,READ,Birth,possible
L4420,READ,Birth,possible
L442z,READ,Birth,possible
L4440,READ,Birth,possible
L444z,READ,Birth,possible
L444.,READ,Birth,possible
L4511,READ,Birth,possible
L464.,READ,Birth,possible
L464z,READ,Birth,possible
L4640,READ,Birth,possible
L4641,READ,Birth,possible
L4642,READ,Birth,possible
L4644,READ,Birth,possible
L4643,READ,Birth,possible
L465.,READ,Birth,possible
L465z,READ,Birth,possible
L4650,READ,Birth,possible
L4651,READ,Birth,possible
L4652,READ,Birth,possible
L4654,READ,Birth,possible
L4653,READ,Birth,possible
L46y1,READ,Birth,possible
L46y3,READ,Birth,possible
L46y4,READ,Birth,possible
L46y2,READ,Birth,possible
L46z.,READ,Birth,possible
L46z0,READ,Birth,possible
L46zz,READ,Birth,possible
L4z..,READ,Birth,possible
L4...,READ,Birth,possible
L44z0,READ,Birth,possible
Lyu63,READ,Birth,possible
Lyu68,READ,Birth,possible
Q002.,READ,Birth,possible
Q020.,READ,Birth,possible
Q023.,READ,Birth,possible
Q023z,READ,Birth,possible
Q024.,READ,Birth,possible
Q027.,READ,Birth,possible
Q20..,READ,Birth,possible
Q20z.,READ,Birth,possible
Q200.,READ,Birth,possible
Q201.,READ,Birth,possible
Q201z,READ,Birth,possible
Q202.,READ,Birth,possible
Q204.,READ,Birth,possible
Q204z,READ,Birth,possible
Q20y.,READ,Birth,possible
XE1eh,READ,Birth,possible
Qyu25,READ,Birth,possible
Q31..,READ,Birth,possible
Q313z,READ,Birth,possible
Q313.,READ,Birth,possible
Q314.,READ,Birth,possible
Q316.,READ,Birth,possible
Q317.,READ,Birth,possible
Q317z,READ,Birth,possible
Q31z.,READ,Birth,possible
Q3â¦,READ,Birth,possible
Q403z,READ,Birth,possible
Q403.,READ,Birth,possible
Q4030,READ,Birth,possible
Q405.,READ,Birth,possible
Q406z,READ,Birth,possible
Q406.,READ,Birth,possible
Q407.,READ,Birth,possible
Q407z,READ,Birth,possible
Q40y1,READ,Birth,possible
Q410.,READ,Birth,possible
Q4100,READ,Birth,possible
Q410z,READ,Birth,possible
Q411.,READ,Birth,possible
Q413.,READ,Birth,possible
Q4130,READ,Birth,possible
Q413z,READ,Birth,possible
Q41yy,READ,Birth,possible
Q423.,READ,Birth,possible
Xa07e,READ,Birth,possible
Q424.,READ,Birth,possible
Q43..,READ,Birth,possible
Q430z,READ,Birth,possible
Q430.,READ,Birth,possible
Q431.,READ,Birth,possible
Q432.,READ,Birth,possible
Q433.,READ,Birth,possible
Q434.,READ,Birth,possible
Q434z,READ,Birth,possible
Q436.,READ,Birth,possible
Q436z,READ,Birth,possible
Q441.,READ,Birth,possible
Q442.,READ,Birth,possible
Q443.,READ,Birth,possible
Q446.,READ,Birth,possible
Q447.,READ,Birth,possible
Q448.,READ,Birth,possible
Q450.,READ,Birth,possible
Q451z,READ,Birth,possible
Q451.,READ,Birth,possible
Q452.,READ,Birth,possible
Q454z,READ,Birth,possible
Q454.,READ,Birth,possible
Q456.,READ,Birth,possible
Q457z,READ,Birth,possible
Q457.,READ,Birth,possible
Q461.,READ,Birth,possible
Q462.,READ,Birth,possible
Q463.,READ,Birth,possible
Q465.,READ,Birth,possible
Q4660,READ,Birth,possible
XE1f9,READ,Birth,possible
Q470.,READ,Birth,possible
Xa07b,READ,Birth,possible
Q471.,READ,Birth,possible
Q471z,READ,Birth,possible
Q472.,READ,Birth,possible
Q473.,READ,Birth,possible
Qyu80,READ,Birth,possible
Q474.,READ,Birth,possible
Q477.,READ,Birth,possible
Q480.,READ,Birth,possible
Q483.,READ,Birth,possible
XE1fD,READ,Birth,possible
Q4830,READ,Birth,possible
Q484.,READ,Birth,possible
Q484z,READ,Birth,possible
Q493.,READ,Birth,possible
X2001,READ,Birth,possible
Qyu11,READ,Birth,possible
Qyu12,READ,Birth,possible
Qyu37,READ,Birth,possible
Qyu38,READ,Birth,possible
Qyu45,READ,Birth,possible
Qyu5D,READ,Birth,possible
Qyu72,READ,Birth,possible
Qyu8.,READ,Birth,possible
QyuA3,READ,Birth,possible
X50C2,READ,Birth,possible
XE0vo,READ,Birth,possible
XE0vp,READ,Birth,possible
L112z,READ,Birth,possible
L1120,READ,Birth,possible
XE0vq,READ,Birth,possible
L1130,READ,Birth,possible
L113z,READ,Birth,possible
XE0wx,READ,Birth,possible
L312z,READ,Birth,possible
Lyu41,READ,Birth,possible
L3120,READ,Birth,possible
XE0xA,READ,Birth,possible
L3630,READ,Birth,possible
L363z,READ,Birth,possible
XE0xH,READ,Birth,possible
L403.,READ,Birth,possible
L403z,READ,Birth,possible
L4030,READ,Birth,possible
XE0xI,READ,Birth,possible
L41z.,READ,Birth,possible
L41z0,READ,Birth,possible
XE0xL,READ,Birth,possible
L4140,READ,Birth,possible
L414z,READ,Birth,possible
XE0xM,READ,Birth,possible
L4330,READ,Birth,possible
L433z,READ,Birth,possible
XE0xN,READ,Birth,possible
L43y0,READ,Birth,possible
L43yz,READ,Birth,possible
XE0xO,READ,Birth,possible
L4430,READ,Birth,possible
L443z,READ,Birth,possible
XE0xP,READ,Birth,possible
XE0xQ,READ,Birth,possible
XE1ed,READ,Birth,possible
XE1em,READ,Birth,possible
XE1et,READ,Birth,possible
Xa4Ua,READ,Birth,possible
XE1f2,READ,Birth,possible
Q41z.,READ,Birth,possible
XE2QT,READ,Birth,possible
L22z.,READ,Birth,possible
XE2QZ,READ,Birth,possible
L46y0,READ,Birth,possible
L46yz,READ,Birth,possible
Lyu69,READ,Birth,possible
XE2R6,READ,Birth,possible
Qzâ¦,READ,Birth,possible
XE2nT,READ,Birth,possible
Xa07d,READ,Birth,possible
XE2sl,READ,Birth,possible
L4400,READ,Birth,possible
L440z,READ,Birth,possible
XM0mI,READ,Birth,possible
XM0zJ,READ,Birth,possible
R0631,READ,Birth,possible
X1059,READ,Birth,possible
Xa086,READ,Birth,possible
Xa08o,READ,Birth,possible
XE1el,READ,Birth,possible
Xa09a,READ,Birth,possible
L2660,READ,Birth,possible
L266z,READ,Birth,possible
L2661,READ,Birth,possible
Q120.,READ,Birth,possible
Xa0AA,READ,Birth,possible
Xa9DA,READ,Birth,possible
Xa0AU,READ,Birth,possible
Xa0Kb,READ,Birth,possible
Xa09e,READ,Birth,possible
Xa0kf,READ,Birth,possible
L11zz,READ,Birth,possible
L11z0,READ,Birth,possible
Xa9D9,READ,Birth,possible
Xa3wl,READ,Birth,possible
Xa9FQ,READ,Birth,possible
XaBMD,READ,Birth,possible
XaBMG,READ,Birth,possible
XaBML,READ,Birth,possible
XaEF7,READ,Birth,possible
XaEF8,READ,Birth,possible
ZV24.,READ,Birth,possible
ZV242,READ,Birth,possible
62X0.,READ,Birth,possible
62X1.,READ,Birth,possible
6355,READ,Birth,possible
L11..,READ,Birth,possible
L112.,READ,Birth,possible
L112z,READ,Birth,possible
L1120,READ,Birth,possible
L113.,READ,Birth,possible
L1130,READ,Birth,possible
L113z,READ,Birth,possible
L11z0,READ,Birth,possible
L11zz,READ,Birth,possible
L125z,READ,Birth,possible
L125.,READ,Birth,possible
L1250,READ,Birth,possible
L1263,READ,Birth,possible
L1311,READ,Birth,possible
L1612,READ,Birth,possible
L1801,READ,Birth,possible
L1804,READ,Birth,possible
L22..,READ,Birth,possible
L22z.,READ,Birth,possible
L2200,READ,Birth,possible
L220z,READ,Birth,possible
L220.,READ,Birth,possible
L2201,READ,Birth,possible
L227.,READ,Birth,possible
L2270,READ,Birth,possible
L227z,READ,Birth,possible
L229.,READ,Birth,possible
L23..,READ,Birth,possible
L2311,READ,Birth,possible
L2321,READ,Birth,possible
L2331,READ,Birth,possible
L2371,READ,Birth,possible
L243.,READ,Birth,possible
L2430,READ,Birth,possible
L243z,READ,Birth,possible
L2431,READ,Birth,possible
L260z,READ,Birth,possible
L260.,READ,Birth,possible
L2600,READ,Birth,possible
L2660,READ,Birth,possible
L266z,READ,Birth,possible
L2661,READ,Birth,possible
Q120.,READ,Birth,possible
L3050,READ,Birth,possible
L305z,READ,Birth,possible
L305.,READ,Birth,possible
L3060,READ,Birth,possible
L306z,READ,Birth,possible
L306.,READ,Birth,possible
L307.,READ,Birth,possible
L307z,READ,Birth,possible
L310.,READ,Birth,possible
L310z,READ,Birth,possible
L3100,READ,Birth,possible
L311.,READ,Birth,possible
L311z,READ,Birth,possible
L3110,READ,Birth,possible
L312.,READ,Birth,possible
L312z,READ,Birth,possible
Lyu41,READ,Birth,possible
L3120,READ,Birth,possible
L352.,READ,Birth,possible
L3520,READ,Birth,possible
L352z,READ,Birth,possible
L353.,READ,Birth,possible
L3530,READ,Birth,possible
L353z,READ,Birth,possible
L360.,READ,Birth,possible
L3600,READ,Birth,possible
L360z,READ,Birth,possible
L361.,READ,Birth,possible
L3610,READ,Birth,possible
L361z,READ,Birth,possible
Lyu4D,READ,Birth,possible
L362.,READ,Birth,possible
L3620,READ,Birth,possible
L362z,READ,Birth,possible
L363.,READ,Birth,possible
L3630,READ,Birth,possible
L363z,READ,Birth,possible
L36z.,READ,Birth,possible
L36..,READ,Birth,possible
L370.,READ,Birth,possible
L3700,READ,Birth,possible
L370z,READ,Birth,possible
L39y.,READ,Birth,possible
L39y0,READ,Birth,possible
L39yz,READ,Birth,possible
L4...,READ,Birth,possible
L44z0,READ,Birth,possible
L4z..,READ,Birth,possible
L400.,READ,Birth,possible
L400z,READ,Birth,possible
L4000,READ,Birth,possible
L403.,READ,Birth,possible
L403z,READ,Birth,possible
L40..,READ,Birth,possible
L4030,READ,Birth,possible
L40z.,READ,Birth,possible
L40z0,READ,Birth,possible
L41..,READ,Birth,possible
L41z.,READ,Birth,possible
L41z0,READ,Birth,possible
L4106,READ,Birth,possible
L4126,READ,Birth,possible
L414.,READ,Birth,possible
L4140,READ,Birth,possible
L414z,READ,Birth,possible
L41z6,READ,Birth,possible
L42..,READ,Birth,possible
L4200,READ,Birth,possible
L433.,READ,Birth,possible
L4330,READ,Birth,possible
L433z,READ,Birth,possible
L43y.,READ,Birth,possible
L43y0,READ,Birth,possible
L43yz,READ,Birth,possible
L440.,READ,Birth,possible
L4400,READ,Birth,possible
L440z,READ,Birth,possible
L4420,READ,Birth,possible
L442z,READ,Birth,possible
L443.,READ,Birth,possible
L4430,READ,Birth,possible
L443z,READ,Birth,possible
L4440,READ,Birth,possible
L444z,READ,Birth,possible
L444.,READ,Birth,possible
L44y.,READ,Birth,possible
L44yz,READ,Birth,possible
L4511,READ,Birth,possible
L464.,READ,Birth,possible
L464z,READ,Birth,possible
L4640,READ,Birth,possible
L4641,READ,Birth,possible
L4642,READ,Birth,possible
L4644,READ,Birth,possible
L4643,READ,Birth,possible
L465.,READ,Birth,possible
L465z,READ,Birth,possible
L4650,READ,Birth,possible
L4651,READ,Birth,possible
L4652,READ,Birth,possible
L4654,READ,Birth,possible
L4653,READ,Birth,possible
L46y.,READ,Birth,possible
L46y0,READ,Birth,possible
L46yz,READ,Birth,possible
Lyu69,READ,Birth,possible
L46y1,READ,Birth,possible
L46y2,READ,Birth,possible
L46y4,READ,Birth,possible
L46y3,READ,Birth,possible
L46z.,READ,Birth,possible
L46z0,READ,Birth,possible
L46zz,READ,Birth,possible
Lyu63,READ,Birth,possible
Lyu68,READ,Birth,possible
M150.,READ,Birth,possible
Q002.,READ,Birth,possible
Q020.,READ,Birth,possible
Q023.,READ,Birth,possible
Q023z,READ,Birth,possible
Q024.,READ,Birth,possible
Q027.,READ,Birth,possible
Q112.,READ,Birth,possible
Q20..,READ,Birth,possible
Q20z.,READ,Birth,possible
Q200.,READ,Birth,possible
Q201.,READ,Birth,possible
Q201z,READ,Birth,possible
Q202.,READ,Birth,possible
Q203.,READ,Birth,possible
Q204.,READ,Birth,possible
Q204z,READ,Birth,possible
Q20y.,READ,Birth,possible
Q20yz,READ,Birth,possible
Qyu25,READ,Birth,possible
Q215.,READ,Birth,possible
Q216.,READ,Birth,possible
Q21z.,READ,Birth,possible
Q3...,READ,Birth,possible
Q31z.,READ,Birth,possible
Q30..,READ,Birth,possible
Q31..,READ,Birth,possible
Q313.,READ,Birth,possible
Q313z,READ,Birth,possible
Q314.,READ,Birth,possible
Q316.,READ,Birth,possible
Q317.,READ,Birth,possible
Q317z,READ,Birth,possible
Q319.,READ,Birth,possible
Q31y1,READ,Birth,possible
Q403z,READ,Birth,possible
Q403.,READ,Birth,possible
Q4030,READ,Birth,possible
Q404.,READ,Birth,possible
Q405.,READ,Birth,possible
Q406.,READ,Birth,possible
Q406z,READ,Birth,possible
Q407.,READ,Birth,possible
Q407z,READ,Birth,possible
Q40y1,READ,Birth,possible
Q41..,READ,Birth,possible
Q410.,READ,Birth,possible
Q410z,READ,Birth,possible
Q4100,READ,Birth,possible
Q411.,READ,Birth,possible
Q413.,READ,Birth,possible
Q4130,READ,Birth,possible
Q413z,READ,Birth,possible
Q41yy,READ,Birth,possible
Q41z.,READ,Birth,possible
Q423.,READ,Birth,possible
Q424.,READ,Birth,possible
Q43..,READ,Birth,possible
Q430.,READ,Birth,possible
Q430z,READ,Birth,possible
Q431.,READ,Birth,possible
Q432.,READ,Birth,possible
Q433.,READ,Birth,possible
Q434.,READ,Birth,possible
Q434z,READ,Birth,possible
Q436.,READ,Birth,possible
Q436z,READ,Birth,possible
Q441.,READ,Birth,possible
Q442.,READ,Birth,possible
Q443.,READ,Birth,possible
