event_definition,coding_system,code,code_name,concept,concept_name,tags,origin,system,event_abbreviation,type
Elective termination,ICD9CMP,637.31,Unspecified abortion- complicated by renal failure- incomplete,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.61,Illegally induced abortion- complicated by embolism- incomplete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,637.32,Unspecified abortion- complicated by renal failure- complete,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,637.30,Unspecified abortion- complicated by renal failure- unspecified,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.71,Illegally induced abortion- with other specified complications- incomplete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.70,Illegally induced abortion- with other specified complications- unspecified,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.0,Legally induced abortion complicated by genital tract and pelvic infection,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.1,Legally induced abortion- complicated by delayed or excessive hemorrhage,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.2,Legally induced abortion- complicated by damage to pelvic organs or tissues,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.3,Legally induced abortion- complicated by renal failure,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.4,Legally induced abortion- complicated by metabolic disorder,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,639.1,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.5,Legally induced abortion- complicated by shock,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.21,Legally induced abortion- complicated by damage to pelvic organs or tissues- incomplete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.20,Legally induced abortion- complicated by damage to pelvic organs or tissues- unspecified,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.22,Legally induced abortion- complicated by damage to pelvic organs or tissues- complete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,637.42,Unspecified abortion- complicated by metabolic disorder- complete,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.72,Illegally induced abortion- with other specified complications- complete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,637.40,Unspecified abortion- complicated by metabolic disorder- unspecified,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,637.41,Unspecified abortion- complicated by metabolic disorder- incomplete,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.80,Illegally induced abortion- with unspecified complication- unspecified,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,637.50,Unspecified abortion- complicated by shock- unspecified,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.82,Illegally induced abortion- with unspecified complication- complete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.81,Illegally induced abortion- with unspecified complication- incomplete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,639.2,Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.6,Legally induced abortion- complicated by embolism,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,639.3,Kidney failure following abortion and ectopic and molar pregnancies,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.7,Legally induced abortion- with other specified complications,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,639.4,Metabolic disorders following abortion or ectopic and molar pregnancies,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.8,Legally induced abortion- with unspecified complication,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,639.5,Shock following abortion or ectopic and molar pregnancies,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.9,Legally induced abortion- without mention of complication,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,639.6,Embolism following abortion or ectopic and molar pregnancies,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,639.8,Other specified complications following abortion or ectopic and molar pregnancy,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.32,Legally induced abortion- complicated by renal failure- complete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.00,Illegally induced abortion- complicated by genital tract and pelvic infection- unspecified,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.31,Legally induced abortion- complicated by renal failure- incomplete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.02,Illegally induced abortion- complicated by genital tract and pelvic infection- complete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,636.01,Illegally induced abortion- complicated by genital tract and pelvic infection- incomplete,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,637.51,Unspecified abortion- complicated by shock- incomplete,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,635.30,Legally induced abortion- complicated by renal failure-unspecified,C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD9CMP,637.52,Unspecified abortion- complicated by shock- complete,C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.4,Failed attempted termination of pregnancy without complication,C0269549,Failed attempted termination of pregnancy without complication,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O08.3,Shock following ectopic and molar pregnancy,C0495170,Shock following abortion and ectopic and molar pregnancy,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O08.5,Metabolic disorders following an ectopic and molar pregnancy,C0495172,Metabolic disorders following abortion and ectopic and molar pregnancy,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O08.6,Damage to pelvic organs and tissues following an ectopic and molar pregnancy,C0495173,Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,Z33.2,Encounter for elective termination of pregnancy,C2910730,Encounter for elective termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O01.1,Incomplete and partial hydatidiform mole,C0334529,"Hydatidiform Mole, Partial",exclude,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07,Failed attempted termination of pregnancy,C0392536,Failed attempted abortion,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.6,Delayed or excessive hemorrhage following (induced) termination of pregnancy,C2903299,Delayed or excessive hemorrhage following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.5,Genital tract and pelvic infection following (induced) termination of pregnancy,C2903294,Genital tract and pelvic infection following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04,complications following (induced) termination of pregnancy,C2903287,Complications following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05,Other abortion,C0477801,Other abortion,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O02.8,Other specified abnormal products of conception,C0477800,Other specified abnormal products of conception,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.39,Failed attempted termination of pregnancy with other complications,C2903384,Failed attempted termination of pregnancy with other complications,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.38,Urinary tract infection following failed attempted termination of pregnancy,C2903383,Urinary tract infection following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O01,Hydatidiform mole,C0020217,Hydatidiform Mole,exclude,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O01.9,Trophoblastic disease NOS,C0020217,Hydatidiform Mole,exclude,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O01.0,Complete hydatidiform mole,C0020217,Hydatidiform Mole,exclude,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.34,Damage to pelvic organs following failed attempted termination of pregnancy,C2903378,Damage to pelvic organs following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.35,Other venous complications following failed attempted termination of pregnancy,C2903379,Other venous complications following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.36,Cardiac arrest following failed attempted termination of pregnancy,C2903380,Cardiac arrest following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.37,Sepsis following failed attempted termination of pregnancy,C2903381,Sepsis following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.31,Shock following failed attempted termination of pregnancy,C2903363,Shock following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.30,Failed attempted termination of pregnancy with unspecified complications,C2903360,Failed attempted termination of pregnancy with unspecified complications,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.32,Renal failure following failed attempted termination of pregnancy,C2903369,Renal failure following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.9,"Other and unspecified failed attempted abortion, without complication",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.8,"Other and unspecified failed attempted abortion, with other and unspecified complications",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.9,"Unspecified abortion, complete or unspecified, without complication",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,Z37.11,"single birth, stillborn child, following a termination of pregnancy for medical reasons",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.9,"Other abortion, complete or unspecified, without complication",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.7,"Other and unspecified failed attempted abortion, complicated by embolism",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.8,"Unspecified abortion, complete or unspecified, with other and unspecified complications",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.8,"Other abortion, complete or unspecified, with other and unspecified complications",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.6,"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.9,"Medical abortion, complete or unspecified, without complication",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.7,"Unspecified abortion, complete or unspecified, complicated by embolism",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.7,"Other abortion, complete or unspecified, complicated by embolism",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.5,"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.6,"Unspecified abortion, complete or unspecified, complicated by delayed or excessive haemorrhage",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.6,"Other abortion, complete or unspecified, complicated by delayed or excessive haemorrhage",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.5,"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.5,"Other abortion, complete or unspecified, complicated by genital tract and pelvic infection",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.4,"Unspecified abortion, incomplete, without complication",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.4,"Other abortion, incomplete, without complication",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.3,"Unspecified abortion, incomplete, with other and unspecified complications",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.3,"Other abortion, incomplete, with other and unspecified complications",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.4,"Medical abortion, incomplete, without complication",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.2,"Unspecified abortion, incomplete, complicated by embolism",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.2,"Other abortion, incomplete, complicated by embolism",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.3,"Medical abortion, incomplete, with other and unspecified complications",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.1,"Unspecified abortion, incomplete, complicated by delayed or excessive haemorrhage",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.1,"Other abortion, incomplete, complicated by delayed or excessive haemorrhage",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.2,"Medical abortion, incomplete, complicated by embolism",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O05.0,"Other abortion, incomplete, complicated by genital tract and pelvic infection",C0000000,Unassociated custom codes,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.1,"Medical abortion, incomplete, complicated by delayed or excessive haemorrhage",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.0,"Medical abortion, incomplete, complicated by genital tract and pelvic infection",C0000000,Unassociated custom codes,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.33,Metabolic disorder following failed attempted termination of pregnancy,C2903370,Metabolic disorder following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.3,Failed attempted termination of pregnancy with other and unspecified complications,C2903359,Failed attempted termination of pregnancy with other and unspecified complications,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.2,Embolism following failed attempted termination of pregnancy,C2903358,Embolism following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.0,Genital tract and pelvic infection following failed attempted termination of pregnancy,C2903343,Genital tract and pelvic infection following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O07.1,Delayed or excessive hemorrhage following failed attempted termination of pregnancy,C2903348,Delayed or excessive hemorrhage following failed attempted termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.88,Urinary tract infection following (induced) termination of pregnancy,C2903334,Urinary tract infection following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.86,Cardiac arrest following (induced) termination of pregnancy,C2903331,Cardiac arrest following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.87,Sepsis following (induced) termination of pregnancy,C2903332,Sepsis following induced termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.85,Other venous complications following (induced) termination of pregnancy,C2903330,Other venous complications following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06.0,"Unspecified abortion, incomplete, complicated by genital tract and pelvic infection",C0156546,"Unspecified abortion, incomplete, complicated by genital tract and pelvic infection",possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.89,(Induced) termination of pregnancy with other complications,C2903335,(Induced) termination of pregnancy with other complications,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O02,Other abnormal products of conception,C0156422,Other abnormal products of conception,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O02.89,Other abnormal products of conception,C0156422,Other abnormal products of conception,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O06,Unspecified abortion,C0156543,Unspecified Abortion,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.82,Renal failure following (induced) termination of pregnancy,C2903320,Renal failure following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.83,Metabolic disorder following (induced) termination of pregnancy,C2903321,Metabolic disorder following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.84,Damage to pelvic organs following (induced) termination of pregnancy,C2903329,Damage to pelvic organs following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.80,(Induced) termination of pregnancy with unspecified complications,C2903311,(Induced) termination of pregnancy with unspecified complications,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.8,(Induced) termination of pregnancy with other and unspecified complications,C2903310,(Induced) termination of pregnancy with other and unspecified complications,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.81,Shock following (induced) termination of pregnancy,C2903314,Shock following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O08.2,Embolism following ectopic and molar pregnancy,C0495169,Embolism following abortion and ectopic and molar pregnancy,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O08.1,Delayed or excessive hemorrhage following ectopic and molar pregnancy,C0495168,Delayed or excessive hemorrhage following abortion and ectopic and molar pregnancy,possible,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O04.7,Embolism following (induced) termination of pregnancy,C2903309,Embolism following (induced) termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,ICD10CM,O02.9,"Abnormal product of conception, unspecified",C0269274,Abnormal product of conception,possible,,P,ELECTTERM,PrA
Elective termination,ICPC2EENG,W83,Abortion induced,C1704300,Induced abortion (finding),narrow,,P,ELECTTERM,PrA
Elective termination,ICDPC2P,W73002,Hydatidiform mole,C0000000,Unassociated custom codes,exclude,,P,ELECTTERM,PrA
Elective termination,ICDPC2P,S77010,Mole;malignant,C0000000,Unassociated custom codes,exclude,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,14466241000006118,Benign complete hydatidiform mole,C5548499,Benign complete hydatidiform mole,exclude,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,14767651000006112,Complete induced termination of pregnancy complicated by damage to pelvic organs and/or tissues,C5688300,Damage to pelvic organs and/or tissue due to and following complete induced termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,3534131000006110,Laparoscopic treatment of ectopic pregnancy with salpingectomy,C0195664,Laparoscopic treatment of ectopic pregnancy with salpingectomy,exclude,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,4794131000006119,Failed attempted termination of pregnancy with delayed or excessive hemorrhage,C0404949,Failed attempted termination of pregnancy with delayed or excessive hemorrhage,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,13653231000006112,Excessive haemorrhage due to and following induced termination of pregnancy,C5191875,Excessive hemorrhage due to and following induced termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,407661000006111,[X]Other complications follow abortn+ectopic+molar pregnancy,C3662201,Termination of pregnancy with complication,possible,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,405601000006118,[X]Oth venous complicatns follow abortn+ectopic+molr pregncy,C3662201,Termination of pregnancy with complication,possible,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,1209117011,Antenatal ultrasound confirms ectopic pregnancy,C0581075,Antenatal ultrasound confirms ectopic pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,308065014,Maternal care for viable fetus in abdominal pregnancy,C0151864,Disorder of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,5592021000006116,Secondary abdominal pregnancy,C0456237,Secondary abdominal pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,3819701000006113,Removal of intraligamentous ectopic pregnancy,C0195636,Removal of intraligamentous ectopic pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,2666351000006117,Removal of ectopic cervical pregnancy by evacuation,C0195635,Removal of ectopic cervical pregnancy by evacuation,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,2776761000006115,Ruptured ectopic pregnancy,C0392534,Ruptured ectopic pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,2776771000006110,Aborted ectopic pregnancy,C0392534,Ruptured ectopic pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,305290019,Delivery of viable fetus in abdominal pregnancy,C0451792,Delivery of viable fetus in abdominal pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,577381000006110,Complication NOS following abortion/ectopic/molar pregnancy,C0178292,"Complications of pregnancy, childbirth and the puerperium",possible,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,148811000006119,Sepsis NOS following abortion/ectopic/molar pregnancy,C0178292,"Complications of pregnancy, childbirth and the puerperium",possible,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,12717161000006113,Complications following abortion and ectopic and molar pregnancies,C0477810,"Complication following abortion and ectopic and molar pregnancy, unspecified",possible,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,577471000006116,Complications following abortion/ectopic/molar pregnancies,C0477810,"Complication following abortion and ectopic and molar pregnancy, unspecified",possible,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,577461000006111,Complications following abortion/ectopic/molar pregnancies,C0477810,"Complication following abortion and ectopic and molar pregnancy, unspecified",possible,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,1481702017,Removal of ectopic pregnancy from fallopian tube,C1533679,Removal of gestational sac from fallopian tube,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,4793001000006113,Ruptured tubal pregnancy,C0041276,Ruptured tubal pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,806911000006111,Gravid fallopian tube rupture,C0041276,Ruptured tubal pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,14767641000006110,Complete induced termination of pregnancy complicated by genital-pelvic infection,C5688299,Genital-pelvic infection due to and following complete induced termination of pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,3283631000006119,Legal abortion with complication,C0269441,"Legally induced abortion, with unspecified complication, unspecified",narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,6474551000006114,Aspiration of ectopic pregnancy from fallopian tube,C0404236,Aspiration of ectopic pregnancy from fallopian tube,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,14767291000006115,Incomplete induced termination of pregnancy complicated by delayed or excessive haemorrhage,C5688276,Incomplete induced termination of pregnancy complicated by delayed or excessive hemorrhage,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,7499451000006119,Gestational trophoblastic neoplasia,C1135868,Gestational Trophoblastic Neoplasms,exclude,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,6525721000006118,Suction curettage of uterus for termination of pregnancy,C0004050,Aspiration curettage of uterus for termination of pregnancy,exclude,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,3303251000006119,Illegal termination of pregnancy,C0000804,"Abortion, Illegal",narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,17279018,Ovarian pregnancy,C0032991,"Pregnancy, Ovarian",narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,305296013,Tubal pregnancy NOS,C0032994,"Pregnancy, Tubal",narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,132037019,Tubal pregnancy,C0032994,"Pregnancy, Tubal",narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,1234377011,Fallopian tube pregnancy,C0032994,"Pregnancy, Tubal",narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,7499561000006116,Miscarriage of tubal ectopic pregnancy,C0000822,"Abortion, Tubal",narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,305295012,Tubal abortion,C0000822,"Abortion, Tubal",narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,13718411000006111,Ectopic pregnancy of left ovary,C5192557,Ectopic pregnancy of left ovary,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,13718431000006117,Ectopic pregnancy of right ovary,C5192556,Ectopic pregnancy of right ovary,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,137128014,Abdominal pregnancy,C0032984,"Pregnancy, Abdominal",narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,58080013,Ectopic pregnancy,C0032987,Ectopic Pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,305297016,Other ectopic pregnancy,C0032987,Ectopic Pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,3060451000006110,EP - Ectopic pregnancy,C0032987,Ectopic Pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,305303011,Other ectopic pregnancy NOS,C0032987,Ectopic Pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,308080015,[X]Other ectopic pregnancy,C0032987,Ectopic Pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,305304017,Ectopic pregnancy NOS,C0032987,Ectopic Pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,7498321000006110,Induced termination of pregnancy complicated by renal failure,C3662191,Induced termination of pregnancy complicated by renal failure,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,1481703010,Fimbrial extraction of tubal pregnancy,C1270940,Fimbrial extraction of tubal pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,7498201000006113,Induced termination of pregnancy complicated by damage to pelvic organs and/or tissues,C3662197,Induced termination of pregnancy complicated by damage to pelvic organs and/or tissues,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,2546831000006116,Complication following molar AND/OR ectopic pregnancy,C0269293,Unspecified complication following molar or ectopic pregnancy,possible,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,574561000006119,Combined or heterotopic pregnancy,C0269291,"Pregnancy, Heterotopic",exclude,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,3009021000006115,Combined pregnancy,C0269291,"Pregnancy, Heterotopic",exclude,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,5104861000006118,Viable fetus in abdominal pregnancy,C0404869,Viable fetus in abdominal pregnancy,narrow,,P,ELECTTERM,PrA
Elective termination,MEDCODEID,5104871000006113,Viable foetus in abdominal pregnancy,C0404869,Viable fetus in abdominal pregnancy,narrow,,P,ELECTTERM,PrA
