code,code_name,event_abbreviation,event_definition,coding_system,code_issue_dot,concept,concept_name,tags,system,type
427139004,sangrado del tercer trimestre,BLEEDING,Pregnancy Bleeding,SCTSPA,427139004,C1959899,Third trimester bleeding,narrow,P,PrA
427139004,sangrado del tercer trimestre,OngoingPregnancy7,Ongoing Pregnancy,SCTSPA,427139004,C1959899,Third trimester bleeding,narrow,P,PrA
428058009,Gestation less than 9 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SNOMEDCT_US,428058009,C1997445,Gestation less than 9 weeks,narrow,P,PrA
428058009,gestación de menos de 9 semanas,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SCTSPA,428058009,C1997445,Gestation less than 9 weeks,narrow,P,PrA
428058009,gestación de menos de 9 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,428058009,"","",narrow,P,PrA
428252001,vaginitis en el embarazo (trastorno),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,428252001,"","",narrow,P,PrA
428566005,Gestation less than 20 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SNOMEDCT_US,428566005,C1997884,Gestation less than 20 weeks,narrow,P,PrA
428566005,gestación de menos de 20 semanas,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SCTSPA,428566005,C1997884,Gestation less than 20 weeks,narrow,P,PrA
428566005,gestación de menos de 20 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,428566005,"","",narrow,P,PrA
428567001,Gestation 14 - 20 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SNOMEDCT_US,428567001,C1997269,Gestation 14 - 20 weeks,narrow,P,PrA
428567001,embarazo entre 14 y 20 semanas,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SCTSPA,428567001,C1997269,Gestation 14 - 20 weeks,narrow,P,PrA
428567001,embarazo entre 14 y 20 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,428567001,"","",narrow,P,PrA
428930004,Gestation 9- 13 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SNOMEDCT_US,428930004,C1997421,Gestation 9- 13 weeks,narrow,P,PrA
428930004,gestación de 9 a 13 semanas,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SCTSPA,428930004,C1997421,Gestation 9- 13 weeks,narrow,P,PrA
428930004,gestación de 9 a 13 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,428930004,"","",narrow,P,PrA
429240000,gestación en el tercer trimestre- antes de las 36 semanas,OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,429240000,"","",narrow,P,PrA
429715006,gestación de más de 20 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,429715006,"","",narrow,P,PrA
430881000,Second trimester bleeding,BLEEDING,Pregnancy Bleeding,SNOMEDCT_US,430881000,C2316827,Second trimester bleeding,narrow,P,PrA
430881000,Second trimester bleeding,OngoingPregnancy7,Ongoing Pregnancy,SNOMEDCT_US,430881000,C2316827,Second trimester bleeding,narrow,P,PrA
430881000,sangrado del segundo trimestre del embarazo,BLEEDING,Pregnancy Bleeding,SCTSPA,430881000,C2316827,Second trimester bleeding,narrow,P,PrA
430881000,sangrado del segundo trimestre del embarazo,OngoingPregnancy7,Ongoing Pregnancy,SCTSPA,430881000,C2316827,Second trimester bleeding,narrow,P,PrA
430933008,Uterine size for dates discrepancy,OngoingPregnancy2,Ongoing Pregnancy,SNOMEDCT_US,430933008,C1719601,Uterine size for dates discrepancy,narrow,P,PrA
430933008,tamaño de útero gestante en discrepancia con la edad gestacional,OngoingPregnancy2,Ongoing Pregnancy,SCTSPA,430933008,C1719601,Uterine size for dates discrepancy,narrow,P,PrA
431265009,Fetal microcephaly (disorder),FGR,Fetal growth restriction,SCTSPA,431265009,"","",narrow,P,PrA
431265009,Fetal microcephaly (disorder),FGR,Fetal growth restriction,SNOMEDCT_US,431265009,"","",narrow,P,PrA
43306002,Miscarriage complicated by embolism,SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,43306002,C0156447,Miscarriage complicated by embolism,narrow,P,PrA
43306002,aborto espontáneo complicado por embolia,SpontaneousAbortion,Spontaneous abortion,SCTSPA,43306002,C0156447,Miscarriage complicated by embolism,narrow,P,PrA
43651009,Acquired stenosis of vagina affecting pregnancy,OngoingPregnancy4,Ongoing Pregnancy,SNOMEDCT_US,43651009,C0269755,Acquired stenosis of vagina affecting pregnancy,narrow,P,PrA
43651009,estenosis adquirida de vagina que afecta el embarazo,OngoingPregnancy4,Ongoing Pregnancy,SCTSPA,43651009,C0269755,Acquired stenosis of vagina affecting pregnancy,narrow,P,PrA
43697006,Gestation period- 37 weeks,Gestation37weeksUNK,Gestation 37 UNK,SNOMEDCT_US,43697006,C0233044,Gestation period- 37 weeks,narrow,P,PrA
43697006,edad gestacional- 37 semanas,Gestation37weeksUNK,Gestation 37 UNK,SCTSPA,43697006,C0233044,Gestation period- 37 weeks,narrow,P,PrA
43697006,edad gestacional- 37 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,43697006,"","",narrow,P,PrA
43715006,Secondary uterine inertia,BirthPossible2,Birth classified as possible,SNOMEDCT_US,43715006,C0405169,Secondary uterine inertia,narrow,P,PrA
43715006,inercia uterina secundaria,BirthPossible2,Birth classified as possible,SCTSPA,43715006,C0405169,Secondary uterine inertia,narrow,P,PrA
440425000,Number of births at term,AtTerm,At term delivery,SNOMEDCT_US,440425000,C2585169,Number of births at term,narrow,P,PrA
440425000,número de nacimientos a término,AtTerm,At term delivery,SCTSPA,440425000,C2585169,Number of births at term,narrow,P,PrA
44174001,Fetal death from asphyxia AND-OR anoxia before onset of labor,StillBirth,Stillbirth,SCTSPA,44174001,"","",narrow,P,PrA
44174001,Fetal death from asphyxia AND-OR anoxia before onset of labor,StillBirth,Stillbirth,SNOMEDCT_US,44174001,"","",narrow,P,PrA
44174001,Fetal death from asphyxia AND-OR anoxia before onset of labor,StillBirth,Stillbirth,SNOMEDCT_US,44174001,C0270131,Fetal death from asphyxia AND-OR anoxia before onset of labor,narrow,P,PrA
44174001,muerte fetal por asfixia Y-O anoxia antes del inicio del trabajo de parto,StillBirth,Stillbirth,SCTSPA,44174001,C0270131,Fetal death from asphyxia AND-OR anoxia before onset of labor,narrow,P,PrA
441924001,edad gestacional desconocida (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,441924001,"","",narrow,P,PrA
44216000,Retained products of conception- following delivery with hemorrhage,SpontaneousAbortion,Spontaneous abortion,SCTSPA,44216000,"","",possible,P,PrA
44216000,Retained products of conception- following delivery with hemorrhage,SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,44216000,"","",possible,P,PrA
44223004,Premature rupture of membranes,BirthPossible1,Birth classified as possible,SNOMEDCT_US,44223004,C0015944,Fetal Membranes- Premature Rupture,narrow,P,PrA
44223004,ruptura prematura de membranas,BirthPossible1,Birth classified as possible,SCTSPA,44223004,C0015944,Fetal Membranes- Premature Rupture,narrow,P,PrA
442311008,nacido vivo en hospital (situación),BirthNarrow,Birth classified as narrow,SCTSPA,442311008,"","",narrow,P,PrA
442342003,gemelar nacido vivo en hospital por operación cesárea (situación),BirthNarrow,Birth classified as narrow,SCTSPA,442342003,"","",narrow,P,PrA
442365008,nacido vivo en hospital por operación cesárea (situación),BirthNarrow,Birth classified as narrow,SCTSPA,442365008,"","",narrow,P,PrA
442423001,nacido vivo único en hospital por operación cesárea (situación),BirthNarrow,Birth classified as narrow,SCTSPA,442423001,"","",narrow,P,PrA
44398003,Gestation period- 4 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SNOMEDCT_US,44398003,C0233011,Gestation period- 4 weeks,narrow,P,PrA
44398003,edad gestacional- 4 semanas,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SCTSPA,44398003,C0233011,Gestation period- 4 weeks,narrow,P,PrA
44398003,edad gestacional- 4 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,44398003,"","",narrow,P,PrA
444661007,embarazo de alto riesgo debido a antecedente de parto pretérmino (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,444661007,"","",narrow,P,PrA
445086005,embarazo químico (trastorno),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,445086005,"","",narrow,P,PrA
445122007,Low lying placenta,OngoingPregnancy7,Ongoing Pregnancy,SNOMEDCT_US,445122007,C2081572,Low lying placenta,narrow,P,PrA
445122007,placenta de inserción baja,OngoingPregnancy7,Ongoing Pregnancy,SCTSPA,445122007,C2081572,Low lying placenta,narrow,P,PrA
445548006,Dead fetus in utero,StillBirth,Stillbirth,SNOMEDCT_US,445548006,C2919450,Dead fetus in utero,possible,P,PrA
445548006,feto muerto en útero,StillBirth,Stillbirth,SCTSPA,445548006,C2919450,Dead fetus in utero,possible,P,PrA
445862009,Fetal death due to asphyxia,StillBirth,Stillbirth,SCTSPA,445862009,"","",narrow,P,PrA
445862009,Fetal death due to asphyxia,StillBirth,Stillbirth,SNOMEDCT_US,445862009,"","",narrow,P,PrA
445868008,Fetal death due to anoxia,StillBirth,Stillbirth,SCTSPA,445868008,"","",narrow,P,PrA
445868008,Fetal death due to anoxia,StillBirth,Stillbirth,SNOMEDCT_US,445868008,"","",narrow,P,PrA
446035009,Fetal death due to asphyxia during labor,StillBirth,Stillbirth,SCTSPA,446035009,"","",narrow,P,PrA
446035009,Fetal death due to asphyxia during labor,StillBirth,Stillbirth,SNOMEDCT_US,446035009,"","",narrow,P,PrA
44795003,Rhesus isoimmunization affecting pregnancy,OngoingPregnancy4,Ongoing Pregnancy,SNOMEDCT_US,44795003,C0035404,Rh Isoimmunization,narrow,P,PrA
44795003,Rhesus isoimmunization affecting pregnancy,OngoingPregnancy7,Ongoing Pregnancy,SNOMEDCT_US,44795003,C0035404,Rh Isoimmunization,narrow,P,PrA
44795003,incompatibilidad Rh que afecta al embarazo,OngoingPregnancy4,Ongoing Pregnancy,SCTSPA,44795003,C0035404,Rh Isoimmunization,narrow,P,PrA
44795003,incompatibilidad Rh que afecta al embarazo,OngoingPregnancy7,Ongoing Pregnancy,SCTSPA,44795003,C0035404,Rh Isoimmunization,narrow,P,PrA
450483001,Cesarean section through inverted T shaped incision of uterus,BirthNarrow,Birth classified as narrow,SCTSPA,450483001,"","",narrow,P,PrA
450483001,Cesarean section through inverted T shaped incision of uterus,BirthNarrow,Birth classified as narrow,SNOMEDCT_US,450483001,"","",narrow,P,PrA
450484007,Cesarean section through J shaped incision of uterus,BirthNarrow,Birth classified as narrow,SCTSPA,450484007,"","",narrow,P,PrA
450484007,Cesarean section through J shaped incision of uterus,BirthNarrow,Birth classified as narrow,SNOMEDCT_US,450484007,"","",narrow,P,PrA
45139008,Gestation period- 29 weeks,Gestation2930weeksUNK,Gestation 29 30 weeks Unknown,SNOMEDCT_US,45139008,C0233036,Gestation period- 29 weeks,narrow,P,PrA
45139008,edad gestacional- 29 semanas,Gestation2930weeksUNK,Gestation 29 30 weeks Unknown,SCTSPA,45139008,C0233036,Gestation period- 29 weeks,narrow,P,PrA
45139008,edad gestacional- 29 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,45139008,"","",narrow,P,PrA
451457015,Haemorrhoids in pregnancy,BLEEDING,Pregnancy Bleeding,MEDCODEID,451457015,"","",narrow,P,PrA
45513003,Fetus sanguinolentus,StillBirth,Stillbirth,SNOMEDCT_US,45513003,C0235658,Macerated fetus,possible,P,PrA
45513003,feto macerado,StillBirth,Stillbirth,SCTSPA,45513003,C0235658,Macerated fetus,possible,P,PrA
4576001,Legal termination of pregnancy complicated by renal failure,ELECTTERM,Elective termination,SNOMEDCT_US,4576001,C0269469,Legal termination of pregnancy complicated by renal failure,narrow,P,PrA
4576001,aborto legal complicado por insuficiencia renal,ELECTTERM,Elective termination,SCTSPA,4576001,C0269469,Legal termination of pregnancy complicated by renal failure,narrow,P,PrA
459166009,embarazo gemelar bicoriónico- biamniótico (trastorno),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,459166009,"","",narrow,P,PrA
459168005,embarazo gemelar monocoriónico diamniótico (trastorno),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,459168005,"","",narrow,P,PrA
46101000119101,Counseling for termination of pregnancy done,ELECTTERM,Elective termination,SNOMEDCT_US,46101000119101,C3839599,Counseling for termination of pregnancy done,possible,P,PrA
46101000119101,asesoramiento sobre interrupción del embarazo realizado (situación),ELECTTERM,Elective termination,SCTSPA,46101000119101,"","",possible,P,PrA
46230007,edad gestacional- 40 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,46230007,"","",narrow,P,PrA
46502006,Hematoma of vagina during delivery,BirthNarrow,Birth classified as narrow,SNOMEDCT_US,46502006,C0269896,Hematoma of vagina during delivery,narrow,P,PrA
46502006,hematoma de vagina durante el parto,BirthNarrow,Birth classified as narrow,SCTSPA,46502006,C0269896,Hematoma of vagina during delivery,narrow,P,PrA
46764007,EPH - Edema- proteinuria and hypertension of pregnancy,OngoingPregnancy7,Ongoing Pregnancy,SNOMEDCT_US,46764007,C0032914,Pre-Eclampsia,narrow,P,PrA
46764007,EPH - Edema- proteinuria and hypertension of pregnancy,PREECLAMP,Preeclampsia,SNOMEDCT_US,46764007,C0032914,Pre-Eclampsia,narrow,P,PrA
46764007,Severe pre-eclampsia,OngoingPregnancy1,Ongoing Pregnancy,SNOMEDCT_US,46764007,C0341950,Severe pre-eclampsia,narrow,P,PrA
46764007,preeclampsia severa,OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,46764007,C0341950,Severe pre-eclampsia,narrow,P,PrA
46764007,preeclampsia severa,PREECLAMP,Preeclampsia,SCTSPA,46764007,C0341950,Severe pre-eclampsia,narrow,P,PrA
46894009,diabetes mellitus gestacional- clase A>2<,GESTDIAB,Gestational diabetes,SCTSPA,46894009,"","",narrow,P,PrA
46906003,Gestation period- 27 weeks,Gestation2728weeksUNK,Gestation 27 28 unknown,SNOMEDCT_US,46906003,C0233034,Gestation period- 27 weeks,narrow,P,PrA
46906003,edad gestacional- 27 semanas,Gestation2728weeksUNK,Gestation 27 28 unknown,SCTSPA,46906003,C0233034,Gestation period- 27 weeks,narrow,P,PrA
46906003,edad gestacional- 27 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,46906003,"","",narrow,P,PrA
470750006,Failure of growth of fetal right cardiac ventricle (disorder),FGR,Fetal growth restriction,SCTSPA,470750006,"","",narrow,P,PrA
470750006,Failure of growth of fetal right cardiac ventricle (disorder),FGR,Fetal growth restriction,SNOMEDCT_US,470750006,"","",narrow,P,PrA
470751005,Failure of growth of fetal left cardiac ventricle (disorder),FGR,Fetal growth restriction,SCTSPA,470751005,"","",narrow,P,PrA
470751005,Failure of growth of fetal left cardiac ventricle (disorder),FGR,Fetal growth restriction,SNOMEDCT_US,470751005,"","",narrow,P,PrA
47200007,embarazo de alto riesgo (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,47200007,"","",narrow,P,PrA
47243004,Fetus with birthweight less than 1000 grams and gestation less than 28 weeks,Gestation2728weeksLB,Gestation 27 28 weeks LB,SNOMEDCT_US,47243004,C1306091,Foetus with birthweight less than 1000 grams and gestation less than 28 weeks,narrow,P,PrA
47243004,feto con bajo peso al nacer- inferior a 1000 gramos Y-O edad gestacional inferior a 28 semanas,Gestation2728weeksLB,Gestation 27 28 weeks LB,SCTSPA,47243004,C1306091,Foetus with birthweight less than 1000 grams and gestation less than 28 weeks,narrow,P,PrA
473420003,Twins with discordant fetal growth (disorder),FGR,Fetal growth restriction,SCTSPA,473420003,"","",narrow,P,PrA
473420003,Twins with discordant fetal growth (disorder),FGR,Fetal growth restriction,SNOMEDCT_US,473420003,"","",narrow,P,PrA
4793001000006113,Ruptured tubal pregnancy,ELECTTERM,Elective termination,MEDCODEID,4793001000006113,"","",narrow,P,PrA
4793001000006113,Ruptured tubal pregnancy,EctopicPregnancy,Ectopic Pregnancy,MEDCODEID,4793001000006113,"","",narrow,P,PrA
48194001,Pregnancy-induced hypertension,PREECLAMP,Preeclampsia,SNOMEDCT_US,48194001,C0852036,Pregnancy associated hypertension,possible,P,PrA
48194001,hipertensión gestacional,PREECLAMP,Preeclampsia,SCTSPA,48194001,C0852036,Pregnancy associated hypertension,possible,P,PrA
48287005,complicación del cordón umbilical (trastorno),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,48287005,"","",narrow,P,PrA
483053014,Bleeding in early pregnancy,BLEEDING,Pregnancy Bleeding,MEDCODEID,483053014,"","",narrow,P,PrA
483054015,Haemorrhage in early pregnancy,BLEEDING,Pregnancy Bleeding,MEDCODEID,483054015,"","",narrow,P,PrA
4832971000006117,Fetal or neonatal effect of tubal ectopic pregnancy,EctopicPregnancy,Ectopic Pregnancy,MEDCODEID,4832971000006117,"","",narrow,P,PrA
48433002,Legal termination of pregnancy with complication,ELECTTERM,Elective termination,SNOMEDCT_US,48433002,C0269441,Legal termination of pregnancy with complication,narrow,P,PrA
48433002,aborto legal con complicación,ELECTTERM,Elective termination,SCTSPA,48433002,C0269441,Legal termination of pregnancy with complication,narrow,P,PrA
48552006,Hypertension secondary to renal disease complicating AND-OR reason for care during pregnancy,PREECLAMP,Preeclampsia,SNOMEDCT_US,48552006,C0269654,Hypertension secondary to renal disease complicating AND-OR reason for care during pregnancy,possible,P,PrA
48552006,hipertensión secundaria a nefropatía- que complica el embarazo Y-O constituye un motivo de atención durante este período,PREECLAMP,Preeclampsia,SCTSPA,48552006,C0269654,Hypertension secondary to renal disease complicating AND-OR reason for care during pregnancy,possible,P,PrA
485721000006116,Antepartum haemorrhage NOS,BLEEDING,Pregnancy Bleeding,MEDCODEID,485721000006116,"","",narrow,P,PrA
485801000006118,Antepartum haemorrhage with coagulation defect - not delivered,BLEEDING,Pregnancy Bleeding,MEDCODEID,485801000006118,"","",narrow,P,PrA
485941000006114,Antepartum haemorrhage with uterine leiomyoma - not delivered,BLEEDING,Pregnancy Bleeding,MEDCODEID,485941000006114,"","",narrow,P,PrA
485971000006118,Antepartum haemorrhage- abruptio placentae and placenta praevia,BLEEDING,Pregnancy Bleeding,MEDCODEID,485971000006118,"","",narrow,P,PrA
485971018,Antepartum haemorrhage,BLEEDING,Pregnancy Bleeding,MEDCODEID,485971018,"","",narrow,P,PrA
48688005,Gestation period- 26 weeks,Gestation2526weeksUNK,Gestation 25 26 weeks unknown,SNOMEDCT_US,48688005,C0233033,Gestation period- 26 weeks,narrow,P,PrA
48688005,edad gestacional- 26 semanas,Gestation2526weeksUNK,Gestation 25 26 weeks unknown,SCTSPA,48688005,C0233033,Gestation period- 26 weeks,narrow,P,PrA
48688005,edad gestacional- 26 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,48688005,"","",narrow,P,PrA
48782003,Delivery normal,BirthNarrow,Birth classified as narrow,SNOMEDCT_US,48782003,C1384485,Normal delivery,narrow,P,PrA
48782003,parto normal,BirthNarrow,Birth classified as narrow,SCTSPA,48782003,C1384485,Normal delivery,narrow,P,PrA
48782003,parto normal (hallazgo),BirthNarrow,Birth classified as narrow,SCTSPA,48782003,"","",narrow,P,PrA
4886009,Premature birth of newborn male,Preterm,Preterm delivery,SCTSPA,4886009,"","",narrow,P,PrA
4886009,Premature birth of newborn male,Preterm,Preterm delivery,SNOMEDCT_US,4886009,"","",narrow,P,PrA
49416000,Failed attempted abortion (disorder),ELECTTERM,Elective termination,SCTSPA,49416000,C0392536,Failed attempted abortion,narrow,P,PrA
49416000,Failed attempted abortion (disorder),ELECTTERM,Elective termination,SNOMEDCT_US,49416000,C0392536,Failed attempted abortion,narrow,P,PrA
49416000,Failed attempted termination of pregnancy,ELECTTERM,Elective termination,SNOMEDCT_US,49416000,C0392536,Failed attempted abortion,narrow,P,PrA
49416000,intento fallido de aborto,ELECTTERM,Elective termination,SCTSPA,49416000,C0392536,Failed attempted abortion,possible,P,PrA
4946002,Premature labor after 22 weeks but before 37 completed weeks of gestation without delivery,OngoingPregnancy1,Ongoing Pregnancy,SNOMEDCT_US,4946002,C0473390,Threatened premature labor,narrow,P,PrA
4946002,amenaza de parto prematuro,OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,4946002,C0473390,Threatened premature labor,narrow,P,PrA
49550006,Premature pregnancy delivered,Preterm,Preterm delivery,SNOMEDCT_US,49550006,C0151526,Premature Birth,narrow,P,PrA
49550006,parto prematuro - nacido,Preterm,Preterm delivery,SCTSPA,49550006,C0151526,Premature Birth,narrow,P,PrA
49632008,Illegal termination of pregnancy,ELECTTERM,Elective termination,SNOMEDCT_US,49632008,C0000804,Abortion- Criminal,narrow,P,PrA
49632008,aborto ilegal,ELECTTERM,Elective termination,SCTSPA,49632008,C0000804,Abortion- Criminal,narrow,P,PrA
49756002,Perinatal pneumothorax,BirthPossible3,Birth classified as possible,SNOMEDCT_US,49756002,C0270159,Perinatal pneumothorax,narrow,P,PrA
49756002,neumotórax perinatal,BirthPossible3,Birth classified as possible,SCTSPA,49756002,C0270159,Perinatal pneumothorax,narrow,P,PrA
49956009,Antepartum deep vein thrombosis,OngoingPregnancy5,Ongoing Pregnancy,SNOMEDCT_US,49956009,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA
49956009,trombosis de venas profundas preparto,OngoingPregnancy5,Ongoing Pregnancy,SCTSPA,49956009,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA
4H13.,Amniotic fluid - abnormality,OngoingPregnancy7,Ongoing Pregnancy,RCD2,4H13.,C0266781,Abnormal amniotic fluid,narrow,P,PrA
50120008,Abnormal acid-base balance affecting management of mother,OngoingPregnancy4,Ongoing Pregnancy,SNOMEDCT_US,50120008,C0269789,Abnormal acid-base balance affecting management of mother,narrow,P,PrA
50120008,equilibrio acidobásico anormal que afecta el manejo de la situación materna,OngoingPregnancy4,Ongoing Pregnancy,SCTSPA,50120008,C0269789,Abnormal acid-base balance affecting management of mother,narrow,P,PrA
501321010,Mesometric pregnancy,ELECTTERM,Elective termination,MEDCODEID,501321010,"","",narrow,P,PrA
501321010,Mesometric pregnancy,EctopicPregnancy,Ectopic Pregnancy,MEDCODEID,501321010,"","",narrow,P,PrA
501763011,Fetal-maternal haemorrhage,BLEEDING,Pregnancy Bleeding,MEDCODEID,501763011,"","",narrow,P,PrA
50367001,Gestation period- 11 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SCTSPA,50367001,"","",narrow,P,PrA
50367001,Gestation period- 11 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SNOMEDCT_US,50367001,"","",narrow,P,PrA
50367001,edad gestacional- 11 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,50367001,"","",narrow,P,PrA
505912012,Fetal placental blood loss,BLEEDING,Pregnancy Bleeding,MEDCODEID,505912012,"","",narrow,P,PrA
50758004,Term birth of newborn twins,AtTerm,At term delivery,SNOMEDCT_US,50758004,C0233327,Term birth of newborn twins,narrow,P,PrA
50758004,nacimiento de término de mellizos,AtTerm,At term delivery,SCTSPA,50758004,C0233327,Term birth of newborn twins,narrow,P,PrA
5104861000006118,Viable fetus in abdominal pregnancy,ELECTTERM,Elective termination,MEDCODEID,5104861000006118,"","",narrow,P,PrA
5104861000006118,Viable fetus in abdominal pregnancy,EctopicPregnancy,Ectopic Pregnancy,MEDCODEID,5104861000006118,"","",narrow,P,PrA
5104871000006113,Viable foetus in abdominal pregnancy,ELECTTERM,Elective termination,MEDCODEID,5104871000006113,"","",narrow,P,PrA
5104871000006113,Viable foetus in abdominal pregnancy,EctopicPregnancy,Ectopic Pregnancy,MEDCODEID,5104871000006113,"","",narrow,P,PrA
5104881000006111,Unruptured tubal pregnancy,ELECTTERM,Elective termination,MEDCODEID,5104881000006111,"","",narrow,P,PrA
5104881000006111,Unruptured tubal pregnancy,EctopicPregnancy,Ectopic Pregnancy,MEDCODEID,5104881000006111,"","",narrow,P,PrA
51195001,Placental polyp,OngoingPregnancy5,Ongoing Pregnancy,SNOMEDCT_US,51195001,C0152437,Placental polyp,narrow,P,PrA
51195001,pólipo placentario,OngoingPregnancy5,Ongoing Pregnancy,SCTSPA,51195001,C0152437,Placental polyp,narrow,P,PrA
52483005,Term birth of newborn sextuplets,AtTerm,At term delivery,SNOMEDCT_US,52483005,C0233331,Term birth of newborn sextuplets,narrow,P,PrA
52483005,nacimiento de término de sextillizos,AtTerm,At term delivery,SCTSPA,52483005,C0233331,Term birth of newborn sextuplets,narrow,P,PrA
52660002,Induced termination of pregnancy following intra-amniotic injection with hysterotomy,ELECTTERM,Elective termination,SNOMEDCT_US,52660002,C0195644,Induced termination of pregnancy following intra-amniotic injection with hysterotomy,narrow,P,PrA
52660002,aborto inducido luego de inyección intramniótica- con histerotomía,ELECTTERM,Elective termination,SCTSPA,52660002,C0195644,Induced termination of pregnancy following intra-amniotic injection with hysterotomy,narrow,P,PrA
52942000,Term birth of stillborn twins,AtTerm,At term delivery,SNOMEDCT_US,52942000,C0233342,Term birth of stillborn twins,narrow,P,PrA
52942000,nacimiento de término de mellizos muertos,AtTerm,At term delivery,SCTSPA,52942000,C0233342,Term birth of stillborn twins,narrow,P,PrA
52942000,nacimiento de término de mellizos muertos,StillBirth,Stillbirth,SCTSPA,52942000,"","",narrow,P,PrA
53443007,trabajo de parto prolongado (trastorno),BirthNarrow,Birth classified as narrow,SCTSPA,53443007,"","",narrow,P,PrA
53638009,Therapeutic termination of pregnancy,ELECTTERM,Elective termination,SNOMEDCT_US,53638009,C3146284,Therapeutic abortion (finding),narrow,P,PrA
53638009,aborto terapéutico (trastorno),ELECTTERM,Elective termination,SCTSPA,53638009,"","",narrow,P,PrA
54048003,Threatened miscarriage,OngoingPregnancy1,Ongoing Pregnancy,SNOMEDCT_US,54048003,C0000821,Threatened abortion,narrow,P,PrA
54048003,Threatened miscarriage,OngoingPregnancy7,Ongoing Pregnancy,SNOMEDCT_US,54048003,C0000821,Threatened abortion,narrow,P,PrA
54048003,amenaza de aborto,OngoingPregnancy7,Ongoing Pregnancy,SCTSPA,54048003,C0000821,Threatened abortion,narrow,P,PrA
54213000,Oligohydramnios without rupture of membranes (disorder),FGR,Fetal growth restriction,SCTSPA,54213000,"","",possible,P,PrA
54213000,Oligohydramnios without rupture of membranes (disorder),FGR,Fetal growth restriction,SNOMEDCT_US,54213000,"","",possible,P,PrA
54318006,Gestation period- 19 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SCTSPA,54318006,"","",narrow,P,PrA
54318006,Gestation period- 19 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SNOMEDCT_US,54318006,"","",narrow,P,PrA
54318006,edad gestacional- 19 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,54318006,"","",narrow,P,PrA
54650005,nacimiento prematuro de gemelos muertos,StillBirth,Stillbirth,SCTSPA,54650005,"","",narrow,P,PrA
5592021000006116,Secondary abdominal pregnancy,ELECTTERM,Elective termination,MEDCODEID,5592021000006116,"","",narrow,P,PrA
5592021000006116,Secondary abdominal pregnancy,EctopicPregnancy,Ectopic Pregnancy,MEDCODEID,5592021000006116,"","",narrow,P,PrA
56160003,hidrorrea gravídica (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,56160003,"","",narrow,P,PrA
56313000,Abnormal placenta affecting management of mother,OngoingPregnancy7,Ongoing Pregnancy,SNOMEDCT_US,56313000,C0269793,Abnormal placenta affecting management of mother,narrow,P,PrA
