event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Elective Termination Pregnancy,MTHICD9,74.91,Therapeutic abortion by hysterotomy,C0195643,Hysterotomy and termination of pregnancy,narrow,P,ELECTTERM,AESI,74.91
Elective Termination Pregnancy,MTHICD9,69.51,Therapeutic abortion NOS,C0000820,Therapeutic abortion (procedure),narrow,P,ELECTTERM,AESI,69.51
Elective Termination Pregnancy,MTHICD9,779.6,Termination of fetus,C0392535,Induced abortion (procedure),narrow,P,ELECTTERM,AESI,779.6
Elective Termination Pregnancy,MTHICD9,75.0,Termination of pregnancy by intrauterine injection,C0565454,Injection of amnion for termination of pregnancy,narrow,P,ELECTTERM,AESI,75.0
Elective Termination Pregnancy,RCD2,Lyu02,[X]Other abortion,C0477801,Other abortion,possible,P,ELECTTERM,AESI,Lyu02
Elective Termination Pregnancy,RCD2,L0502,Legal ab.unsp.+pelvic damage,C0156472,Legal termination of pregnancy complicated by damage to pelvic organ and-or tissues,narrow,P,ELECTTERM,AESI,L0502
Elective Termination Pregnancy,RCD2,L050y,Legal ab.unsp.+no complicat.,C0156499,Legally induced abortion- without mention of complication- unspecified,narrow,P,ELECTTERM,AESI,L050y
Elective Termination Pregnancy,RCD2,L051y,Legal ab.incom.+no complicat.,C0600043,Legally induced abortion- without mention of complication- incomplete,narrow,P,ELECTTERM,AESI,L051y
Elective Termination Pregnancy,RCD2,L052y,Legal ab.compl.+no complicat.,C1261319,Legally induced abortion- without mention of complication- complete,narrow,P,ELECTTERM,AESI,L052y
Elective Termination Pregnancy,RCD2,L050w,Legal ab.unsp.+other complic.,C0156492,Legally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,AESI,L050w
Elective Termination Pregnancy,RCD2,L051w,Legal ab.incom.+other complic.,C0156493,Legally induced abortion- with other specified complications- incomplete,narrow,P,ELECTTERM,AESI,L051w
Elective Termination Pregnancy,RCD2,L052w,Legal ab.compl.+other complic.,C0156494,Legally induced abortion- with other specified complications- complete,narrow,P,ELECTTERM,AESI,L052w
Elective Termination Pregnancy,RCD2,L0501,Legal ab.unsp.+h-ge problem,C0269450,Legally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,L0501
Elective Termination Pregnancy,RCD2,L050x,Legal ab.unsp.+complicat.NOS,C0269441,Legal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,L050x
Elective Termination Pregnancy,RCD2,L0503,Legal ab.unsp.+renal failure,C0269469,Legal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,L0503
Elective Termination Pregnancy,RCD2,L0504,Legal ab.unsp.+metab.disorder,C0269474,Legal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,L0504
Elective Termination Pregnancy,RCD2,L0506,Legal ab.unsp. + embolism,C0269479,Legal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,L0506
Elective Termination Pregnancy,RCD2,L0513,Legal ab.incom.+renal failure,C0156477,Incomplete legal termination of pregnancy with renal failure,narrow,P,ELECTTERM,AESI,L0513
Elective Termination Pregnancy,RCD2,L0514,Legal ab.incom.+metab.disorder,C0156481,Incomplete legal termination of pregnancy with metabolic disorder,narrow,P,ELECTTERM,AESI,L0514
Elective Termination Pregnancy,RCD2,L0510,Legal ab.incom.+genit-pelv.inf,C0156465,Incomplete legal termination of pregnancy with genital tract or pelvic infection,narrow,P,ELECTTERM,AESI,L0510
Elective Termination Pregnancy,RCD2,L0511,Legal ab.incom.+h-ge problem,C0156469,Incomplete legal termination of pregnancy with delayed or excessive hemorrhage,narrow,P,ELECTTERM,AESI,L0511
Elective Termination Pregnancy,RCD2,L0512,Legal ab.incom.+pelvic damage,C0156473,Incomplete legal termination of pregnancy with damage to pelvic organs or tissues,narrow,P,ELECTTERM,AESI,L0512
Elective Termination Pregnancy,RCD2,L051x,Legal ab.incom.+complicat.NOS,C0600042,incomplete legal abortion with complication,narrow,P,ELECTTERM,AESI,L051x
Elective Termination Pregnancy,RCD2,L060w,Illegal ab.unsp.+other complic,C0156532,Illegally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,AESI,L060w
Elective Termination Pregnancy,RCD2,L061w,Illegal ab.incom.+other compl.,C0156533,Illegally induced abortion- with other specified complications- incomplete,narrow,P,ELECTTERM,AESI,L061w
Elective Termination Pregnancy,RCD2,L062w,Illegal ab.compl.+other compl.,C0156534,Illegally induced abortion- with other specified complications- complete,narrow,P,ELECTTERM,AESI,L062w
Elective Termination Pregnancy,RCD2,L060x,Illegal ab.unsp.+complicat.NOS,C0269496,Illegal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,L060x
Elective Termination Pregnancy,RCD2,L0601,Illegal ab.unsp.+h-ge problem,C0269505,Illegally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,L0601
Elective Termination Pregnancy,RCD2,L0605,Illegal ab.unsp. + shock,C0269531,Illegal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,AESI,L0605
Elective Termination Pregnancy,RCD2,L0603,Illegal ab.unsp.+renal failure,C0269524,Illegal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,L0603
Elective Termination Pregnancy,RCD2,L0604,Illegal ab.unsp.+metab.disord.,C0269529,Illegal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,L0604
Elective Termination Pregnancy,RCD2,L0606,Illegal ab.unsp. + embolism,C0269534,Illegal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,L0606
Elective Termination Pregnancy,RCD2,L0602,Illegal ab.unsp.+pelvic damage,C0269509,Illegal termination of pregnancy complicated by damage to pelvic organs and-or tissues,narrow,P,ELECTTERM,AESI,L0602
Elective Termination Pregnancy,RCD2,L0525,Legal ab.compl. + shock,C0156486,Complete legal termination of pregnancy with shock,narrow,P,ELECTTERM,AESI,L0525
Elective Termination Pregnancy,RCD2,L0523,Legal ab.compl.+renal failure,C0156478,Complete legal termination of pregnancy with renal failure,narrow,P,ELECTTERM,AESI,L0523
Elective Termination Pregnancy,RCD2,L0524,Legal ab.compl.+metab.disorder,C0156482,Complete legal termination of pregnancy with metabolic disorder,narrow,P,ELECTTERM,AESI,L0524
Elective Termination Pregnancy,RCD2,L0520,Legal ab.compl.+genit-pelv.inf,C0156466,Complete legal termination of pregnancy with genital tract or pelvic infection,narrow,P,ELECTTERM,AESI,L0520
Elective Termination Pregnancy,RCD2,L0526,Legal ab.compl. + embolism,C0156490,Complete legal termination of pregnancy with embolism,narrow,P,ELECTTERM,AESI,L0526
Elective Termination Pregnancy,RCD2,L0521,Legal ab.compl.+h-ge problem,C0156470,Complete legal termination of pregnancy with delayed or excessive hemorrhage,narrow,P,ELECTTERM,AESI,L0521
Elective Termination Pregnancy,RCD2,L0522,Legal ab.compl.+pelvic damage,C0156474,Complete legal termination of pregnancy with damage to pelvic organs or tissues,narrow,P,ELECTTERM,AESI,L0522
Elective Termination Pregnancy,RCD2,L060.,Illegal abortion unspecified,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,L060.
Elective Termination Pregnancy,RCD2,L060z,Illegal abortion unspecif.NOS,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,L060z
Elective Termination Pregnancy,RCD2,L06z.,Illegally induced abortion NOS,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,L06z.
Elective Termination Pregnancy,RCD2,L060y,Illegal ab.unsp.+no complicat.,C0260335,Illegal termination of pregnancy without complication,narrow,P,ELECTTERM,AESI,L060y
Elective Termination Pregnancy,RCD2,7E084,Suction termination pregnancy,C0004050,Aspiration curettage of uterus for termination of pregnancy,narrow,P,ELECTTERM,AESI,7E084
Elective Termination Pregnancy,RCD2,L0...,Pregnancy + abortive outcome,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,L0...
Elective Termination Pregnancy,RCD2,L07..,Unspecified abortion,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,L07..
Elective Termination Pregnancy,RCD2,L070z,Unspecified abortion NOS,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,L070z
Elective Termination Pregnancy,RCD2,L0z..,Pregnancy+abortive outcome NOS,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,L0z..
Elective Termination Pregnancy,RCD2,7E066,Hysterot termination pregnancy,C0195643,Hysterotomy and termination of pregnancy,narrow,P,ELECTTERM,AESI,7E066
Elective Termination Pregnancy,RCD2,L0505,Legal ab.unsp. + shock,C0269476,Legal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,AESI,L0505
Elective Termination Pregnancy,RCD2,L0515,Legal ab.incom. + shock,C0156485,Incomplete legal termination of pregnancy with shock,narrow,P,ELECTTERM,AESI,L0515
Elective Termination Pregnancy,RCD2,L0500,Legal ab.unsp.+genit-pelv.inf.,C0404925,Unspecified legal abortion with genital tract or pelvic infection,narrow,P,ELECTTERM,AESI,L0500
Elective Termination Pregnancy,RCD2,Lyu03,[X]Fail med abrt-wth o+uns cmp,C0477802,Failed medical abortion- with other and unspecified complications,narrow,P,ELECTTERM,AESI,Lyu03
Elective Termination Pregnancy,RCD2,L08..,Failed attempted abortion,C0392536,Failed attempted abortion,narrow,P,ELECTTERM,AESI,L08..
Elective Termination Pregnancy,RCD2,L08z.,Failed attempted abortion NOS,C0392536,Failed attempted abortion,narrow,P,ELECTTERM,AESI,L08z.
Elective Termination Pregnancy,RCD2,L08y.,Failed att.ab.+no complication,C0269549,Failed attempted termination of pregnancy without complication,narrow,P,ELECTTERM,AESI,L08y.
Elective Termination Pregnancy,RCD2,L08w.,Failed att.ab.+other complicat,C0156591,Failed attempted abortion with other specified complications,narrow,P,ELECTTERM,AESI,L08w.
Elective Termination Pregnancy,RCD2,L0A4.,Fail med abort wthout complctn,C0451793,Failed medical termination of pregnancy- without complication,narrow,P,ELECTTERM,AESI,L0A4.
Elective Termination Pregnancy,RCD2,L050.,Legal abortion unspecified,C1456876,Legal abortion (finding),narrow,P,ELECTTERM,AESI,L050.
Elective Termination Pregnancy,RCD2,L050z,Legal abortion unspecified NOS,C1456876,Legal abortion (finding),narrow,P,ELECTTERM,AESI,L050z
Elective Termination Pregnancy,RCD2,L05z.,Legally induced abortion NOS,C1456876,Legal abortion (finding),narrow,P,ELECTTERM,AESI,L05z.
Elective Termination Pregnancy,SCTSPA,198726001,aborto legal completo con complicaciÃ³n- SAI,C0156498,Legally induced abortion- with unspecified complication- complete,narrow,P,ELECTTERM,AESI,198726001
Elective Termination Pregnancy,SCTSPA,200483009,[X]otro aborto provocado,C0477801,Other abortion,possible,P,ELECTTERM,AESI,200483009
Elective Termination Pregnancy,SCTSPA,111431001,aborto legal complicado por lesión de tejidos Y-U órganos pélvicos,C0156472,Legal termination of pregnancy complicated by damage to pelvic organ and-or tissues,narrow,P,ELECTTERM,AESI,111431001
Elective Termination Pregnancy,SCTSPA,198694000,aborto legal no especificado con lesión de órganos o tejidos pélvicos,C0156472,Legal termination of pregnancy complicated by damage to pelvic organ and-or tissues,narrow,P,ELECTTERM,AESI,198694000
Elective Termination Pregnancy,SCTSPA,198702003,aborto legal no especificado sin mención de complicación,C0156499,Legally induced abortion- without mention of complication- unspecified,narrow,P,ELECTTERM,AESI,198702003
Elective Termination Pregnancy,SCTSPA,198715007,aborto legal incompleto sin mención de complicación,C0600043,Legally induced abortion- without mention of complication- incomplete,narrow,P,ELECTTERM,AESI,198715007
Elective Termination Pregnancy,SCTSPA,198727005,aborto legal completo sin mención de complicación,C1261319,Legally induced abortion- without mention of complication- complete,narrow,P,ELECTTERM,AESI,198727005
Elective Termination Pregnancy,SCTSPA,198699005,aborto legal no especificado con otra complicación especificada,C0156492,Legally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,AESI,198699005
Elective Termination Pregnancy,SCTSPA,198712005,aborto legal incompleto con otra complicación especificada,C0156493,Legally induced abortion- with other specified complications- incomplete,narrow,P,ELECTTERM,AESI,198712005
Elective Termination Pregnancy,SCTSPA,198725002,aborto legal completo con otra complicación especificada,C0156494,Legally induced abortion- with other specified complications- complete,narrow,P,ELECTTERM,AESI,198725002
Elective Termination Pregnancy,SCTSPA,198693006,aborto legal no especificado con hemorragia tardía o excesiva,C0269450,Legally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,198693006
Elective Termination Pregnancy,SCTSPA,58071009,aborto legal complicado por hemorragia tardía o excesiva,C0269450,Legally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,58071009
Elective Termination Pregnancy,SCTSPA,198701005,aborto legal no especificado con complicación- SAI,C0269441,Legal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,198701005
Elective Termination Pregnancy,SCTSPA,48433002,aborto legal con complicación,C0269441,Legal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,48433002
Elective Termination Pregnancy,SCTSPA,198695004,aborto legal no especificado con insuficiencia renal,C0269469,Legal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,198695004
Elective Termination Pregnancy,SCTSPA,4576001,aborto legal complicado por insuficiencia renal,C0269469,Legal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,4576001
Elective Termination Pregnancy,SCTSPA,198696003,aborto legal no especificado con trastorno metabólico,C0269474,Legal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,198696003
Elective Termination Pregnancy,SCTSPA,3634007,aborto legal complicado por trastorno metabólico,C0269474,Legal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,3634007
Elective Termination Pregnancy,SCTSPA,198698002,aborto legal no especificado con embolia,C0269479,Legal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,198698002
Elective Termination Pregnancy,SCTSPA,57734001,aborto legal complicado por embolia,C0269479,Legal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,57734001
Elective Termination Pregnancy,SCTSPA,198708004,aborto legal incompleto con insuficiencia renal,C0156477,Incomplete legal termination of pregnancy with renal failure,narrow,P,ELECTTERM,AESI,198708004
Elective Termination Pregnancy,SCTSPA,198709007,aborto legal incompleto con trastorno metabólico,C0156481,Incomplete legal termination of pregnancy with metabolic disorder,narrow,P,ELECTTERM,AESI,198709007
Elective Termination Pregnancy,SCTSPA,198705001,aborto legal incompleto con infección pélvica o del tracto genital,C0156465,Incomplete legal termination of pregnancy with genital tract or pelvic infection,narrow,P,ELECTTERM,AESI,198705001
Elective Termination Pregnancy,SCTSPA,198706000,aborto legal incompleto con hemorragia tardía o excesiva,C0156469,Incomplete legal termination of pregnancy with delayed or excessive hemorrhage,narrow,P,ELECTTERM,AESI,198706000
Elective Termination Pregnancy,SCTSPA,198707009,aborto legal incompleto con lesión de órganos o tejidos pélvicos,C0156473,Incomplete legal termination of pregnancy with damage to pelvic organs or tissues,narrow,P,ELECTTERM,AESI,198707009
Elective Termination Pregnancy,SCTSPA,198714006,aborto legal incompleto con complicación- SAI,C0600042,incomplete legal abortion with complication,narrow,P,ELECTTERM,AESI,198714006
Elective Termination Pregnancy,SCTSPA,198739002,aborto ilegal no especificado con otra complicación especificada,C0156532,Illegally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,AESI,198739002
Elective Termination Pregnancy,SCTSPA,198751000,aborto ilegal incompleto con otra complicación especificada,C0156533,Illegally induced abortion- with other specified complications- incomplete,narrow,P,ELECTTERM,AESI,198751000
Elective Termination Pregnancy,SCTSPA,198763005,aborto ilegal completo con otra complicación especificada,C0156534,Illegally induced abortion- with other specified complications- complete,narrow,P,ELECTTERM,AESI,198763005
Elective Termination Pregnancy,SCTSPA,198740000,aborto ilegal no especificado con complicación- SAI,C0269496,Illegal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,198740000
Elective Termination Pregnancy,SCTSPA,74978008,aborto ilegal con complicación,C0269496,Illegal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,74978008
Elective Termination Pregnancy,SCTSPA,198733001,aborto ilegal no especificado con hemorragia tardía o excesiva,C0269505,Illegally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,198733001
Elective Termination Pregnancy,SCTSPA,86891002,aborto ilegal complicado por hemorragia tardía o excesiva,C0269505,Illegally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,86891002
Elective Termination Pregnancy,SCTSPA,198737000,aborto ilegal no especificado con choque,C0269531,Illegal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,AESI,198737000
Elective Termination Pregnancy,SCTSPA,61752008,aborto ilegal complicado por choque,C0269531,Illegal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,AESI,61752008
Elective Termination Pregnancy,SCTSPA,198735008,aborto ilegal no especificado con insuficiencia renal,C0269524,Illegal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,198735008
Elective Termination Pregnancy,SCTSPA,8996006,aborto ilegal complicado por insuficiencia renal,C0269524,Illegal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,8996006
Elective Termination Pregnancy,SCTSPA,18684002,aborto ilegal complicado por trastorno metabólico,C0269529,Illegal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,18684002
Elective Termination Pregnancy,SCTSPA,198736009,aborto ilegal no especificado con trastorno metabólico,C0269529,Illegal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,198736009
Elective Termination Pregnancy,SCTSPA,198738005,aborto ilegal no especificado con embolia,C0269534,Illegal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,198738005
Elective Termination Pregnancy,SCTSPA,26743002,aborto ilegal complicado por embolia,C0269534,Illegal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,26743002
Elective Termination Pregnancy,SCTSPA,198734007,aborto ilegal no especificado con lesión de órganos o tejidos pélvicos,C0269509,Illegal termination of pregnancy complicated by damage to pelvic organs and-or tissues,narrow,P,ELECTTERM,AESI,198734007
Elective Termination Pregnancy,SCTSPA,38784004,aborto ilegal complicado por lesión de órganos Y-O tejidos pélvicos,C0269509,Illegal termination of pregnancy complicated by damage to pelvic organs and-or tissues,narrow,P,ELECTTERM,AESI,38784004
Elective Termination Pregnancy,SCTSPA,198723009,aborto legal completo con choque,C0156486,Complete legal termination of pregnancy with shock,narrow,P,ELECTTERM,AESI,198723009
Elective Termination Pregnancy,SCTSPA,198721006,aborto legal completo con insuficiencia renal,C0156478,Complete legal termination of pregnancy with renal failure,narrow,P,ELECTTERM,AESI,198721006
Elective Termination Pregnancy,SCTSPA,198722004,aborto legal completo con trastorno metabólico,C0156482,Complete legal termination of pregnancy with metabolic disorder,narrow,P,ELECTTERM,AESI,198722004
Elective Termination Pregnancy,SCTSPA,198718009,aborto legal completo con infección pélvica o del tracto genital,C0156466,Complete legal termination of pregnancy with genital tract or pelvic infection,narrow,P,ELECTTERM,AESI,198718009
Elective Termination Pregnancy,SCTSPA,198724003,aborto legal completo con embolia,C0156490,Complete legal termination of pregnancy with embolism,narrow,P,ELECTTERM,AESI,198724003
Elective Termination Pregnancy,SCTSPA,198719001,aborto legal completo con hemorragia tardía o excesiva,C0156470,Complete legal termination of pregnancy with delayed or excessive hemorrhage,narrow,P,ELECTTERM,AESI,198719001
Elective Termination Pregnancy,SCTSPA,198720007,aborto legal completo con daño de órganos o tejidos pélvicos,C0156474,Complete legal termination of pregnancy with damage to pelvic organs or tissues,narrow,P,ELECTTERM,AESI,198720007
Elective Termination Pregnancy,SCTSPA,198731004,aborto ilegal- no especificado,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,198731004
Elective Termination Pregnancy,SCTSPA,198742008,aborto ilegal no especificado- SAI,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,198742008
Elective Termination Pregnancy,SCTSPA,198767006,aborto ilegal inducido- SAI,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,198767006
Elective Termination Pregnancy,SCTSPA,49632008,aborto ilegal,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,49632008
Elective Termination Pregnancy,SCTSPA,198741001,aborto ilegal no especificado sin mención de complicación,C0260335,Illegal termination of pregnancy without complication,narrow,P,ELECTTERM,AESI,198741001
Elective Termination Pregnancy,SCTSPA,7802000,aborto ilegal sin complicación,C0260335,Illegal termination of pregnancy without complication,narrow,P,ELECTTERM,AESI,7802000
Elective Termination Pregnancy,SCTSPA,391896006,aborto terapéutico mediante legrado por aspiración,C0004050,Aspiration curettage of uterus for termination of pregnancy,narrow,P,ELECTTERM,AESI,391896006
Elective Termination Pregnancy,SCTSPA,391897002,legrado uterino por aspiración para interrupción de embarazo,C0004050,Aspiration curettage of uterus for termination of pregnancy,narrow,P,ELECTTERM,AESI,391897002
Elective Termination Pregnancy,SCTSPA,60330007,aborto terapéutico mediante curetaje por aspiración,C0004050,Aspiration curettage of uterus for termination of pregnancy,narrow,P,ELECTTERM,AESI,60330007
Elective Termination Pregnancy,SCTSPA,10455003,remoción de un embarazo cervical ectópico por evacuación,C0195635,Removal of ectopic cervical pregnancy by evacuation,narrow,P,ELECTTERM,AESI,10455003
Elective Termination Pregnancy,SCTSPA,59859005,aborto legal con laceración de vejiga,C0269455,Legal termination of pregnancy with laceration of bladder,narrow,P,ELECTTERM,AESI,59859005
Elective Termination Pregnancy,SCTSPA,156079001,Abortion NOS,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,156079001
Elective Termination Pregnancy,SCTSPA,156096000,embarazo y aborto- SAI,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,156096000
Elective Termination Pregnancy,SCTSPA,198768001,aborto no especificado,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198768001
Elective Termination Pregnancy,SCTSPA,198769009,aborto no especificado,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198769009
Elective Termination Pregnancy,SCTSPA,198780009,aborto no especificado- SAI,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198780009
Elective Termination Pregnancy,SCTSPA,198805006,aborto no especificado- SAI,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198805006
Elective Termination Pregnancy,SCTSPA,198880003,embarazo y aborto- SAI,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198880003
Elective Termination Pregnancy,SCTSPA,267297005,aborto- SAI,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,267297005
Elective Termination Pregnancy,SCTSPA,363681007,embarazo con aborto como desenlace,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,363681007
Elective Termination Pregnancy,SCTSPA,70317007,aborto,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,70317007
Elective Termination Pregnancy,SCTSPA,18302006,aborto terapéutico por histerotomía,C0195643,Hysterotomy and termination of pregnancy,narrow,P,ELECTTERM,AESI,18302006
Elective Termination Pregnancy,SCTSPA,52660002,aborto inducido luego de inyección intramniótica- con histerotomía,C0195644,Induced termination of pregnancy following intra-amniotic injection with hysterotomy,narrow,P,ELECTTERM,AESI,52660002
Elective Termination Pregnancy,SCTSPA,18391007,aborto electivo,C0269439,Elective abortion,narrow,P,ELECTTERM,AESI,18391007
Elective Termination Pregnancy,SCTSPA,1321008,procedimiento abortivo terapéutico,C0000820,Therapeutic abortion (procedure),narrow,P,ELECTTERM,AESI,1321008
Elective Termination Pregnancy,SCTSPA,386641000,procedimiento de aborto terapéutico,C0000820,Therapeutic abortion (procedure),narrow,P,ELECTTERM,AESI,386641000
Elective Termination Pregnancy,SCTSPA,198697007,aborto legal no especificado con choque,C0269476,Legal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,AESI,198697007
Elective Termination Pregnancy,SCTSPA,27169005,aborto legal complicado por choque,C0269476,Legal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,AESI,27169005
Elective Termination Pregnancy,SCTSPA,21280005,aborto legal con choque postoperatorio,C0269477,Legal termination of pregnancy with postoperative shock,narrow,P,ELECTTERM,AESI,21280005
Elective Termination Pregnancy,SCTSPA,198710002,aborto legal incompleto con choque,C0156485,Incomplete legal termination of pregnancy with shock,narrow,P,ELECTTERM,AESI,198710002
Elective Termination Pregnancy,SCTSPA,111432008,aborto legal con embolia gaseosa,C0269480,Legal termination of pregnancy with air embolism,narrow,P,ELECTTERM,AESI,111432008
Elective Termination Pregnancy,SCTSPA,386639001,terminación del embarazo,C0392535,Induced abortion (procedure),narrow,P,ELECTTERM,AESI,386639001
Elective Termination Pregnancy,SCTSPA,237013006,embriotomía,C0013951,Embryotomy,narrow,P,ELECTTERM,AESI,237013006
Elective Termination Pregnancy,SCTSPA,70186003,embriotomía,C0013951,Embryotomy,narrow,P,ELECTTERM,AESI,70186003
Elective Termination Pregnancy,SCTSPA,714812005,terminación del embarazo- inducida,C4049831,Induced termination of pregnancy,narrow,P,ELECTTERM,AESI,714812005
Elective Termination Pregnancy,SCTSPA,149998006,operación para finalización del embarazo- SAI,C0404068,Operative termination of pregnancy,narrow,P,ELECTTERM,AESI,149998006
Elective Termination Pregnancy,SCTSPA,287955003,operación para finalización del embarazo- SAI,C0404068,Operative termination of pregnancy,narrow,P,ELECTTERM,AESI,287955003
Elective Termination Pregnancy,SCTSPA,302375005,interrupción quirúrgica de embarazo,C0404068,Operative termination of pregnancy,narrow,P,ELECTTERM,AESI,302375005
Elective Termination Pregnancy,SCTSPA,69302000,petición de aborto,C0000793,Abortion on Demand,narrow,P,ELECTTERM,AESI,69302000
Elective Termination Pregnancy,SCTSPA,198692001,aborto legal no especificado con infección pélvica o del aparato genital,C0404925,Unspecified legal abortion with genital tract or pelvic infection,narrow,P,ELECTTERM,AESI,198692001
Elective Termination Pregnancy,SCTSPA,267195006,nueva admisión por aborto (códigos del NHS),C0404958,Readmission for abortive pregnancy (NHS codes),possible,P,ELECTTERM,AESI,267195006
Elective Termination Pregnancy,SCTSPA,200485002,aborto terapéutico fallido- con otras complicaciones y complicaciones no especificadas,C0477802,Failed medical abortion- with other and unspecified complications,narrow,P,ELECTTERM,AESI,200485002
Elective Termination Pregnancy,SCTSPA,198817008,intento de aborto frustrado- SAI,C0392536,Failed attempted abortion,narrow,P,ELECTTERM,AESI,198817008
Elective Termination Pregnancy,SCTSPA,49416000,intento fallido de aborto,C0392536,Failed attempted abortion,narrow,P,ELECTTERM,AESI,49416000
Elective Termination Pregnancy,SCTSPA,198816004,intento fallido de aborto sin mención de complicación,C0269549,Failed attempted termination of pregnancy without complication,narrow,P,ELECTTERM,AESI,198816004
Elective Termination Pregnancy,SCTSPA,90645002,intento fallido de aborto sin complicación,C0269549,Failed attempted termination of pregnancy without complication,narrow,P,ELECTTERM,AESI,90645002
Elective Termination Pregnancy,SCTSPA,198814001,intento de aborto frustrado con otra complicación especificada,C0156591,Failed attempted abortion with other specified complications,narrow,P,ELECTTERM,AESI,198814001
Elective Termination Pregnancy,SCTSPA,198878009,intento fallido de aborto realizado con métodos no quirúrgicos- sin complicación,C0451793,Failed medical termination of pregnancy- without complication,narrow,P,ELECTTERM,AESI,198878009
Elective Termination Pregnancy,SCTSPA,29421008,intento fallido de aborto complicado por insuficiencia renal,C0156587,Failed attempted termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,29421008
Elective Termination Pregnancy,SCTSPA,288045002,inyección amniótica para la interrupción del embarazo,C0565454,Injection of amnion for termination of pregnancy,narrow,P,ELECTTERM,AESI,288045002
Elective Termination Pregnancy,SCTSPA,198691008,aborto legal no especificado,C1456876,Legal abortion (finding),narrow,P,ELECTTERM,AESI,198691008
